ID,num_models,question
902,2,"In the initial phase of the video, which of the four strokes—forehand, backhand, smash, and serve—appears most frequently?"
904,2,How many times did the man in the black and yellow color-blocked outfit enter the frame from the right while the woman in pink was throwing the badminton racket backward?
913,2,How many enemy heroes did the blue team kill in total in the video clip?
917,2,"In the video, how many times does the shuttlecock hit the ground?"
919,2,How many times did the blue arrow-shaped ranged skill appear in the video?
927,2,"In the video, how many actions did the person in the pink plaid top perform before holding the banknote?"
928,2,How many times in the video does a hand enter the water and touch the fans?
930,2,"Specifically, how many different ways were the noodles processed during the cooking process in this video?"
937,2,What is the total number of metal boxes and potted plants in the video?
940,2,In how many different scenes do the bottled condiments appear?
946,2,"How many times in total was the ""sweeping"" action performed with the broom covered by a red plastic bag in the video?"
975,2,"In the video, how many times did the color of the circular halo around the athlete change distinctly?"
985,2,"Based on the video content, how many times in total do flocks of birds appear completely in the scenes with the aircraft carrier? (Instances where the flock is obscured by the aircraft carrier or only parts of the birds are visible do not count.)"
986,2,"In the video, from the scene where the performer is playing the cello until the final shot freezes on the spinning top, how many times do shots of clocks with Roman numerals appear?"
989,2,"Based on the youth representatives and their work settings shown in the video, which scene features them the most times?"
990,2,"In the video, from the first city night scene shot to the last, how many times do night shots featuring a complete city skyline (i.e., the full silhouette of buildings above the horizon) appear?"
993,2,"In the video, from when the character starts fanning themselves in the courtyard to the final overhead shot of the building, how many times are eaves or roofs shown?"
1003,2,"According to the video, how many stages in the coffee bean processing, from harvesting to being loaded onto trucks for transport, involve manual operation?"
1004,2,What is the color of the small dots in the stamen of the lotus flower that appears at the end of the video?
1009,2,"According to the video, how many times does the environment change in the scenes depicting the soldiers?"
1010,2,"Based on the changes in the appearance of the buildings in the video—from complete darkness, to the lights appearing, and finally to the full cityscape—how many different types of building scenes were shown in total?"
1011,2,How many times do cycling scenes appear in the video?
1012,2,"Based on the sports shown in the video, if we only count the fully showcased individual events (excluding team events), how many individual sports are there in total?"
1014,2,"According to the video, how many real-world work scenarios are shown after putting on the VR headset?"
1023,2,How many times in total were scenes inside a vehicle shown in the video?
1030,2,How many shots directly or indirectly show feet from the beginning of the film until the first time the police check the box containing the body?
1032,2,"In the video, figures representing different professions appear in sequence, accompanied by the presentation of the ""新"" (xīn) logo. Among all the professional figures shown, how many times does the ""新"" (xīn) logo appear in total?"
1036,2,"In the video, how many times do scenes of the Guqin being played appear, and what is the color of the performer's attire each time?"
1042,2,How many suggestions did the man speaking in this video clip make?
1046,2,How many brand advertisements appeared in the video?
1049,2,How many cats appeared in the video?
1051,2,How many more times did the woman in the video do the second movement than the first?
1052,2,How many luggage racks in total did the first person to appear in the video open?
1054,2,How many landmark buildings are shown in the video?
1073,2,How many goals are there in the video?
1094,2,How many chemical terms are in the video?
1095,2,How many countries and regions are mentioned in the video?
1097,2,How many films and TV shows does this movie pay tribute to in the video introduction?
1099,2,How many countries are mentioned in the video?
1105,2,How many different musical instruments are featured in the video clip?
1123,2,What is the sequence of the color changes of the prop in the woman's hand in the video?
1124,2,How many times did this man scrape down his leg with the tool?
1127,2,How many types of animals (broad categories) appeared in the video in total?
1128,2,How many bowls is the woman in the video balancing on her head?
1132,2,How many small tips did the author demonstrate in the video?
1135,2,How many movements did the man in the video demonstrate? How many of them target the upper limbs?
1147,2,How many kinds of animals appeared in the video?
1153,2,How many times did a boat appear in the video?
1157,2,How many materials did the two people in the video take out of the building in total?
1160,2,How many cars in total can you see in the video?
1166,2,How many types of human organ transplants appeared in the video?
1170,2,How many different scenes of Biden's speeches are shown in the video?
1171,2,How many times do the male and female leads almost kiss in the video?
1172,2,How many different paintings appeared in the video?
1185,2,How many minutes are there between the time shown in the video and the plane's takeoff time?
1195,2,How many cabinets are there behind the woman in the video?
1199,2,How many times was the air purifier pushed in the video?
1204,2,How many steps are there in the method demonstrated by the person in the video? (Count opening and removing as one step.)
1206,2,What is the total count of numbers on the blackboard behind the man in the video?
1218,2,How many types of drinks appear in this video clip?
1219,2,How many people appeared in this video?
1233,2,How many items were taken out of the cabinet in the video in total? How many of them were pens?
1235,2,"How many books with the words ""illustrated catalog"" on them did the person in the video take out in total?"
1244,2,How many types of terrain appeared in the video?
1245,2,How many times did the people in the video clink glasses in total?
1249,2,How many cuts were made to the nectarine in the video?
1250,2,How many cuts were made to the fruit in the video? Into how many pieces was it cut?
1255,2,How many times was trash thrown into the trash can in the video?
1259,2,How many shots were fired in total during the three-person standoff in the video?
1265,2,How many square meters is the area of the pit mentioned in the video?
1292,2,How many English words for items were introduced in the video in total?
1294,2,How many complete dumbbell lifts did the man in the video perform while lying down?
1295,2,How many times does the basketball hit the ground in the video?
1308,2,How much would it cost to buy one of each product that appears in the video?
1311,2,How many female characters wearing blue appeared in the video?
1316,2,"How many times is the word ""X-Knob"" mentioned in the video?"
1327,2,"At the Lao He Jia Braised Jelly Noodle shop in the video, how much would it cost to order one serving with bread, double eggs, and meat, a small portion of cured beef, a bottle of homemade plum juice, and also take away a bottle of chili oil?"
1347,2,How many brands were mentioned in the video?
1348,2,How many monitors and cameras does the video show?
1357,2,How many times in total did all the people in the video stand up?
1358,2,How many squats did the lady in the video do?
1362,2,From how many angles does the video show the rocket launch?
1371,2,How many properties of the materials are mentioned in the video?
1374,2,How many different shapes of hats or conical hats appear in the video?
1375,2,Calculate the domestic time based on the time displayed in the first frame of the video.
1377,2,How many more girls than boys are there in this video?
1378,2,How many different shapes of airplanes or drones are shown in the video?
1380,2,How many times in total did the man and woman in the video throw beanbags at each other?
1387,2,How many different climatic landscapes appear in the video?
1402,2,What is the foliage used for the flower arrangement on the dining table in the video?
1407,2,How many years has the book in the video been published as of 2025?
1408,2,"In the data shown in the video, what is the error in seconds for the autonomous driving item?"
1409,2,"How many cups were picked up in total in the video? Of those, how many are not transparent?"
1424,2,How many obstacles did the drone in the video pass through in total?
1433,2,How many currency exchange rates are shown on the display screen behind the woman in the video? Which currency has the highest rate?
1436,2,How many times in total did the man in white turn around in the video?
1438,2,How many pairs of socks were taken out of the drawer in the video?
1443,2,How many round lights are shown in the video?
1450,2,"If the boy mentioned in the video had not died from the illness, how old would he be this year under normal circumstances?"
1455,2,How many times in total did the child in the video dock?
1462,2,"In the video, how many people on the stage are sitting with their legs crossed?"
1463,2,"In the video, before Soros launched a financial war on Hong Kong, how many countries' wealth had he already successfully harvested?"
1466,2,How many international air routes are mentioned in the video?
1467,2,How many types of natural materials did the girl use to build the shelter in the video?
1468,2,"In the video, there are small house models of various colors on the table. What is the probability of randomly picking a blue house model?"
1472,2,How many letters are on the frame in the video?
1480,2,How many one-legged hops did the boy in the video do in total?
1487,2,How many colors of books are there on the bookshelf in the background of the video?
1493,2,How many outfits are shown in the video?
1514,2,"In the video, how many times did the elderly person sitting on the stool pick up vegetables from the ground?"
1528,2,"In the video, how many people appeared four times?"
1535,2,How many children are in the video? How many of them are wearing white tops?
2,1,How many photos appeared in the video? How many of them are in color?
4,1,How many people are crossing the river in the video clip?
5,1,How much money did the man in black in the video invest in total?
6,1,"In the video, what was the approximate interest rate the scammers offered the victim on the first day?"
7,1,How many birds appear in the video?
12,1,How many cardboard boxes are used in the video?
15,1,How many items did the visitor obtain in the video?
17,1,"Of the air crash reports mentioned in the video, which one took the shortest amount of time?"
18,1,How many times does the woman in red pout in the video?
22,1,How many fewer solid-colored discs are there than multi-colored discs in this video clip?
25,1,How many flower names did the child in the khaki vest mention in this video clip?
27,1,How many minutes a day is the service center in this video clip open?
33,1,"How many fewer car brands in the video clip have an average transaction price between 300,000 and 400,000 compared to those with an average transaction price between 100,000 and 110,000 (including 110,000)?"
35,1,How many vassal kings were enfeoffed in total in the video?
37,1,Which empty bottle shown in the video is the most expensive?
41,1,How many sets of shoulder shrugs did the elderly person do in this video clip?
42,1,How many successful rocket launches were shown in the video?
43,1,How many different types of dance does this video clip show?
45,1,How many black cars are there in the video?
47,1,How many people are in this video clip?
48,1,How many times did the person in the video throw away the trash?
49,1,What is the difference between the number of adults and children in this video clip?
53,1,What is the difference between the number of males and females appearing in this video clip?
54,1,How many sets of outfit comparisons appear in this video clip?
58,1,How many squads appeared in this video clip?
60,1,How many items in total were in the travel bag that the airline gave to the male passenger in the grey top at the end of the video?
62,1,"How many white pots, cups, and plates are there in total in this video?"
71,1,How many round windows can be seen in the video? (Excluding duplicates)
75,1,How many years were there between when the lady introduced in this video clip published her book and when she got married?
79,1,How many types of Chinese terrain are introduced in this video clip?
80,1,How many more adults than children are there in the group photo in this video?
86,1,How many more utensils are in the first picture than in the second in this video clip?
88,1,How many books are recommended in this video clip in total?
90,1,How many Korean comments appeared in the video?
96,1,What is the approximate percentage of survivors out of the total number of combatants in the war presented in this video?
100,1,How many siblings does the protagonist who was killed in the video have?
107,1,Approximately how many black and white movies did the author count in the video?
109,1,Which of the books featured in the video has the highest Douban rating?
116,1,What was the difference in age at death between the emperor mentioned in the video and his own mother?
120,1,How many flips in a row did the man in the video do?
124,1,Which of the following prices is closest to the unit price per small pack of the first product in the video?
126,1,How many sheep pens did the author visit in the video in total?
130,1,How many cats in the video are not Chinese pastoral cats?
131,1,How many cows are in the video?
132,1,How many new inspection animations are shown in the video?
133,1,"What are the sum and the absolute difference, respectively, of the prices of all items recommended in the video, in order?"
135,1,How many years are there between the year the person mentioned in this video clip founded the company and the year that company built the world's first electric car using a lithium battery?
139,1,How many different instruments did the performers in this video play in total?
142,1,How many kinds of food did the man in the video order?
150,1,How many kinds of animals are shown in the video?
158,1,How many exercises did the blogger recommend in the video?
163,1,How many character experiences are shown in the video?
164,1,How many pairs of earrings are shown in this video clip?
169,1,How many times in total did the woman in the video lift the dumbbell with one hand?
172,1,How many examples were mentioned in this video when explaining the downfall of the protagonist and their company?
173,1,How many one-hundred-dollar bills flew into the video?
181,1,What is the difference in meters between the fan diameters of the two airplanes in this video clip?
183,1,How many times is the thread wrapped around the needle in the picture?
184,1,How many devices did the man in the video introduce?
186,1,How many paintings were shown in close-up in the video clip?
195,1,How many potatoes did the woman in the video put in the bucket?
198,1,How many cats appeared in the video clip?
199,1,How many actions did the boy in the video demonstrate?
200,1,How many road signs appeared in the video?
202,1,What was the appearance order of the man with tattoos in the specified video?
203,1,How many necklaces were introduced in the video?
204,1,How many times as many cats as dogs are there in the video clip?
215,1,How many female models are in the picture?
220,1,How many girls appeared in the shot (not counting repeat appearances)?
226,1,How many colorways of this shoe are shown in the video?
227,1,How many kinds of skewers did the person in the video take in total? Which kind was taken the most?
228,1,How many ceramic containers are in the video?
231,1,How many women wearing white dresses appeared in the video?
232,1,How many ingredients are needed to make the soap in the video? How many of them are edible?
233,1,How many kinds of fruit did the man in the video put on his plate?
234,1,What is the price difference in US dollars between the most expensive and cheapest items the girl is wearing in this video clip?
235,1,How many dishes on the menu in the video are marked with a crown symbol?
236,1,How many hours are there between the departure time and the time of the last event on the itinerary shown in this video clip?
238,1,How much did the woman in the video spend on food in total?
239,1,How many cats are in the video?
241,1,How many triangular kiwi slices are there in the video?
242,1,How many Samoyeds are in the video?
246,1,"As the woman in the video is picking up the cakes, which number is the ""lava chocolate cake""?"
249,1,After melting which marshmallow does the key appear?
253,1,How much money did the woman in the video spend in total?
254,1,How many food items in total did the woman in the video buy from the bread stall?
255,1,How many of the foods shown in the video require flour to make?
266,1,How many male attendants are in the video?
269,1,How many different breeds of cats appear in the video?
270,1,How many outfits does the woman in the video have to go with the black bag?
271,1,How many yellow chairs are in the video?
273,1,How many of the knives shown in the video are suitable for hard cheese?
278,1,What is the total number of people appearing in the three scenes of the video clip?
280,1,What is the date of birth on the old lady's ID card in the video?
285,1,How many scenes of infection symptoms are shown in the video?
287,1,How many men appeared in the video?
290,1,How many kinds of fruit appeared in the video?
297,1,How many children learning acrobatics are mainly featured in the video? How many of them are girls?
299,1,How many people are wearing orange clothes in the video clip?
304,1,"In the video, a woman in a black suit and a man in a yellow vest each spoke several times. What is the difference in the number of times they spoke?"
305,1,"In the video, how many times in total did the man in black and the man in grey exchange the playing cards?"
311,1,How many times in total was the football kicked into the goal in the video? (Each replay should be added to the total count.)
314,1,How many goals in total did the team in red jerseys score in the video?
318,1,"In the video, how many players in white jerseys did the man in the black short-sleeved shirt interfere with during their practice?"
319,1,How many baskets did the players wearing white jerseys score in total during the basketball game?
320,1,What is the man's shooting percentage in the video?
324,1,How many colors of jerseys appear on the court in this video?
325,1,How many times did the players kick the ball into the goal in the video? What color jerseys were the scoring players mainly wearing? (Goals in replays are also included in the count.)
326,1,"In this video clip, how many times do all the players in blue jerseys touch the ball?"
327,1,How many goals were scored in total in the World Cup clip? (Goals shown in replays should also be counted.)
331,1,How many different physical exercises did the man demonstrate? (Dribbling a basketball counts as only one.)
336,1,"In the video, what is the difference between the number on the jersey of the man sliding forward on his knees and the number on the player hugging him?"
344,1,"A man in a black jacket poured the white, spotted ingredients from a bamboo basket into several different containers?"
345,1,"In the video, how many more squid were picked up by the woman in the white coat than were eaten later?"
347,1,A woman in a purple Tibetan robe is cleaning a room. How many different items has she touched with her hands?
350,1,"When making the sauce for the duck, how many more liquid seasonings are used than non-liquid seasonings?"
360,1,"The woman in black scooped beef out of the pot twice. What is the difference in the number of times she performed the ""scooping"" motion with the strainer during these two operations?"
361,1,How many different locations did the man in the blue jacket pass through in total?
365,1,What is the product of the number of times the ingredients are cut and the number of 'grabbing' motions after the white powder is poured in?
366,1,How many total touches did the players in red have inside the penalty area before the goal was scored?
368,1,Which vegetable is cut the most times by the man in black while he is cutting vegetables?
369,1,How many times did the man in the black jacket appear in the video?
381,1,"During the cooking process, excluding water, how many ingredients and seasonings in total were added to the pot?"
383,1,How many non-meat ingredients and seasonings did the man in grey clothes add to the black iron pot?
389,1,"During the process of making the seasoning, how many types of seasonings in total were ground in the stone mortar?"
391,1,"Did the squatting woman throw a few round, green fruits into the yard?"
396,1,How many times did the woman in blue splash others with water?
400,1,How many different kinds of food was the monkey fed?
401,1,How many times did the person in the light-colored top add seasoning to the bowl?
407,1,"In the video, how many times in total did the man in the white shirt bite the food in his hand?"
408,1,"On the soccer field, how many teams are celebrating with players hugging each other? (Players wearing the same color tops are considered the same team)."
409,1,"In the video, how many times in total did the woman in the white top put green plants into the red basket?"
412,1,How many things in total did the man in the light yellow jacket add to the pot during the cooking process?
414,1,In how many scenes does the female character with text on her face appear? (Repeated appearances are counted.)
416,1,"In the match clip, what is the number of times the ball entered the goal due to non-deliberate contact (not active actions such as shooting, kicking, etc.) by players wearing blue and black jerseys? (Replays are included)."
417,1,How many different football matches are shown in this video?
419,1,What is the difference between the maximum number of meat slices on the stone slab at any one time and the number of meat slices ultimately eaten by the woman in the ethnic costume?
421,1,"According to the video, how many types of food with strawberries were shown in total?"
425,1,"In the video, how many times does the woman in the white top pick up items? How many times is the number of pickups compared to the number of throwaways? (Count each repeated occurrence.)"
426,1,"How many shots are there of the men in blue and light gray jackets holding bamboo baskets? (Each camera cut counts as one shot, excluding shots from behind.)"
430,1,"In the video, a woman in a black padded jacket is digging for caterpillar fungus. How many digging motions did she make in total?"
436,1,"In the video, how many times does the woman in the pink top scoop food out of the black pot with a silver slotted spoon?"
438,1,How many times does the black calf appear in the video?
445,1,In how many different scenes in the video did the oysters in the bamboo basket appear?
450,1,"After riding past several locations, a woman in a white jacket discovers that the red bag on her bike is missing? (Each shot change counts as one location)"
451,1,What is the result of multiplying the number of types of non-liquid ingredients added to the yellow bowl by the number of types of non-liquid ingredients added to the black pot?
456,1,"In total, in how many different outdoor locations does a car with a yellow body appear? (Each camera shot change counts as one appearance)."
461,1,"What is the total number of times cooking ingredients were added to the pot, from when the pressure cooker starts to vent steam until just before the black cauldron is stirred? (The same type of item is counted only once.)"
465,1,How many times in total does the man in the beige jacket appear in the video? (Scene changes are counted.)
470,1,How many kinds of ingredients in total were put into the copper hot pot?
475,1,"In the video, how many times does the woman in the white top place the meat on the cutting board to cut it? During which of these times does she make the most cuts (counting each cutting motion with the knife as one cut)?"
479,1,How many hunting attempts did the shoebill stork make in the video?
485,1,On which attempt did the New Caledonian crow in the video successfully pull out the worm?
486,1,"In this video, how many times in total does the New Caledonian crow hold a nut, place it on a branch, and then drop it to the ground?"
488,1,"Which value is the greatest: the number of times the woman rolls the dough into a flatbread, the number of times she flips the flatbread in her hands before putting it in the oil pan, or the number of times she touches it with tongs after it is in the pan and bubbles have appeared? (Taking the flatbread out with the tongs does not count as touching it.)"
491,1,How many types of ingredients were put into the stone mortar in total?
497,1,How many times does a shot of a hand holding two ham sausages appear in the video?
501,1,How many times were the wontons scooped up in total?
502,1,"After the baking is complete, how many times does the woman in the purple top strike the clay casing with a tool?"
503,1,How many times in total are charcoal and ash added to the earth mound during the roasting process?
517,1,"On the football field, how many players in white shirts scored a goal?"
518,1,"On the soccer field, how many successful shots did the player in the white No. 7 jersey make? (Different camera angles count as the same shot)."
519,1,"Among all the goal clips, which scoring method is more frequent: direct shots or free kicks? By how many more times (replays are also counted)?"
526,1,"In the scene where the man in the white top and the woman in the purple clothes are eating beef bones together, who ate more beef bones? How many pieces specifically? (Count reappearances.)"
527,1,"In the video, cooking ingredients are added to the black pot multiple times. What is the ratio of the number of times beef bones are added to the total number of times cooking ingredients are added?"
530,1,"In the multiple scenes of monkeys foraging by the sea, how many more scenes are there of monkeys eating crabs than of them not eating crabs? (Each change in camera shot is counted.)"
531,1,How many times in total does a scene of a spider wrapping something in its web appear?
537,1,How many different types of mushrooms were there?
544,1,How many lanterns appeared in total (including repetitions)?
547,1,"On the football field, what is the difference between the number of times the person in the red top fell and the number of times the person in the fluorescent yellow top fell? (Falls shown in the replay footage are also included in the count.)"
548,1,How many successful shots did the player in the purple number 7 jersey make in total? (Successful shots shown in replays should also be included in the count.)
550,1,How many steps are there in total to make this dish?
554,1,"How many times does a water drop land on a leaf, causing the leaf to shake? (A change of shot counts as an additional instance.)"
556,1,How many species of sea creatures were there in total (excluding shellfish)?
563,1,"What is the number of people riding bicycles, plus the number of people walking, minus the number of people standing on the side of the street?"
570,1,Did the woman in a light purple long-sleeved top and a dark plaid suspender skirt pick up several different items from the ground? (appears once)
571,1,How many different Tibetan activities are shown in the video? (Repeated occurrences are counted as one.)
574,1,How many times in total did the man in the black short-sleeved shirt eat the food in his hand?
576,1,"How many different types of animals appear in the video? (If an animal appears more than once, only count it once.)"
577,1,"In the video, in how many different places in total did the middle-aged woman with her hair in a bun and wearing dark clothes search?"
579,1,"In the video, how many times in total did those spiky aquatic plants attempt to push their tips above the water's surface?"
581,1,"During the cooking process, at which step are powdered seasonings added?"
588,1,"In the video, how many liquid seasonings in total were added to the pot, besides water?"
589,1,What is the result of multiplying the number of times the boy in white clothes appears by the number of times the girl in grey clothes appears?
597,1,"What is the total number of times the praying mantis in the video raises both of its raptorial legs? (If the action reoccurs after a shot change, each instance should be counted.)"
598,1,How many orchid mantises can be seen in the video? (Only count those whose body outlines are clearly visible.)
600,1,"From indoors to the lakeside, in how many different locations does the woman wearing red earrings appear?"
601,1,What is the combined number of appearances of the drongo and the meerkat in the video clip?
605,1,How many times does the woman in the white jacket appear in the full video?
606,1,"Excluding close-up shots of other fish, how many times in total does the school of fish appear in the video?"
607,1,"In the video, did the middle-aged man in a white shirt, holding a cyan bottle, pour liquid into some cups?"
611,1,How many times did the boy in the white shirt with a fish pattern turn his head to look at the girl?
613,1,"In the process of making the food, from pouring the yellow fruit into the metal pan to covering the filling with the dough, how many different ingredients were used for the filling in total?"
614,1,How many times in total did the woman in the purple top cut the crops with a sickle?
615,1,How many times does the red national flag appear? (Repeated appearances are counted)
617,1,How many different kinds of birds are in the video? (The birds flying in the background are counted as the same kind.)
622,1,How many scenes feature cows? Shot changes are counted.
625,1,"Of the picked cabbages, peppers, and eggplants, which vegetable is the most numerous?"
632,1,How many times does the scene of the hamster trying to stuff a tomato into its mouth appear in the video? (Including camera cuts.)
633,1,How many hamsters appeared in the video?
638,1,How many little crocodiles are poking their heads out of the dirt? (Repetitions are also included in the count.)
650,1,How many times is the iron used in the video during the hat-making process? (Each time the iron touches and is lifted from the fabric counts as one use.)
651,1,How many different types of raw materials were used in total to make the cake? (Including non-edible materials; do not count repetitions.)
652,1,How many times did hand-sewing appear during the hat-making process? (Shot changes are included in the count.)
659,1,Which of the following characters appears most frequently in the video?
660,1,How many scenes in this video use knives? (A shot change counts as one scene.)
664,1,"At how many locations was the yellow, transparent liquid dumped?"
665,1,What is the total number of times white food was put into the black pot?
675,1,"In the video, how many different vegetables in total appeared in the hands of the woman wearing the pink floral top?"
676,1,How many times in total does the lady in the pink floral top make a complete scraping motion with her knife? (One scrape is counted from when the knife touches the food until it leaves the food.)
677,1,"How many people are there in total in the picture? If you remove the people wearing glasses, how many are left?"
680,1,"In the video, how many times did the wolves successfully bite the bison?"
682,1,"While picking fruit, how many red fruits did the woman wearing a black and white striped top pick?"
685,1,"In the video, how many times in total did the pika carry food? (Count repeated instances.)"
688,1,"A winged insect is gnawing on an egg mass containing white larvae, during which several larvae break free and eventually fall into the water?"
690,1,"In the video, how many times in total does the frog kick its legs from a curled to a straight position?"
691,1,How many contacts occurred between the wasp and the frog? (An instance is counted from contact to departure.)
695,1,"Throughout the entire process of making the wooden utensil, how many different tools did the man use in total?"
701,1,"In the video, what fraction of the total number of steamed buns is the number of unsteamed buns?"
702,1,How many ingredients did the woman add to the golden bowl while making the food?
703,1,"In the video, how many times in total does the woman knead the food?"
710,1,"Watch the video. In total, how many times do the two birds tuck their beaks into their wing feathers?"
714,1,"In the video, how many times does the elderly person in wine-red clothes cut the large, white solid object with a knife?"
718,1,How many times does the woman wearing a yellow safety helmet clap in the clip?
724,1,"In the badminton match shown in the video, how many points did the man in the purple shorts lose?"
731,1,Which of the following players has successfully stopped the ball from entering the goal the most times? (Repeated occurrences are counted)
735,1,How many minor children in the video received red cylindrical objects after hitting the badminton shuttlecock?
741,1,"During the courtroom debate, how many times in total did the curly-haired man wearing black clothes and a white scarf make the gesture of spreading his arms?"
747,1,"In the video, which appears more often: the blue mask or the white mask?"
750,1,"Among the groups of penguins gathered on the snow, how many times did the number of penguins reach or exceed 15?"
752,1,"In the video, what is the percentage of successful golf shots by the woman in black out of her total number of attempts?"
754,1,"How many crabs in the video performed a ""jumping"" motion?"
761,1,"In the badminton court, how many forehand strokes did the man in the light blue shirt complete in total while standing?"
766,1,How many times does the goal appear in this video?
769,1,"In the video, how many times were ingredients added to the stone pot during the cooking process?"
770,1,How many times in total did the action of cutting ingredients with a knife occur?
775,1,"In the outdoor scenes, how many times in total does the woman wearing purplish-red Tibetan attire appear using scissors to cut animal fur? (Count each camera cut as one instance.)"
776,1,How many chickens did the man smoking a cigarette catch?
778,1,How many times did the elderly lady in the pink top scrape the fat off the pork skin with a spoon while processing it?
789,1,"In the skating competition scene, how many people did the team member in the red top overtake in total?"
792,1,How many times were ingredients and seasonings added to the black pot in the video?
797,1,How many women in white jerseys appeared in the short film in total?
805,1,How many times did the white-haired elderly lady in a red floral padded jacket put the prepared fish into the black oil pan?
811,1,"In the video, how many different locations do the two ladies appear in in total?"
812,1,How many people appeared in the video two or more times?
820,1,How many times did players wearing dark jerseys jump and bump into each other in pairs?
824,1,"On the soccer field, what proportion of the goal-blocking actions performed by the man in the grey-black top involved him using body contact to change the ball's trajectory?"
827,1,How many different training exercises did the man in the white top and pants do in total?
835,1,"In the video, in how many different locations do the white-haired man and the man with the hat appear at the same time?"
839,1,"Red, yellow, and light blue jerseys all appear. Which color jersey appears most frequently in the video?"
844,1,How many times did the man wearing a camouflage top raise both legs straight up at the same time?
845,1,"What is the difference between the number of times the man in the camouflage top touches the silver cylinder with both hands, and the number of times he touches it with a single hand?"
847,1,How many times did the man in the camouflage top jump with one hand?
850,1,"In the video, how many different types of items is the woman performing on the unicycle balancing on her head?"
859,1,"In total, how many different locations does the lady who appears at the beginning of the video appear in?"
865,1,How many times did the board tilt to the woman's right while the woman in blue and white was performing on the white board?
868,1,How many times in the video did the woman in the red dress appear with her feet dangling?
873,1,How many times did the woman in the purple top spray?
875,1,How many goals in total did the team in white jerseys score during the entire soccer match?
876,1,How many times did the boy in the blue jersey attempt to block the goal? What is the percentage of successful blocks out of the total attempts?
877,1,How many goals did the team in black uniforms score in this match?
879,1,How many people climbed the black pole?
881,1,How many types of seasonings did the woman in the video add to the large black pot in total?
883,1,How many different climbing methods did the person on the steel pole use?
884,1,How many different poses did the two people in blue and white clothing change into in total after being suspended?
885,1,How many times in total did the man wearing the lion dance costume squat on the tightrope?
890,1,How many people appeared in the video in total?
891,1,How many times did the video switch to a shot of a person?
892,1,How many times does the prop of the performer in the silver costume rotate during the performance? (Round the result up to the nearest whole number.)
895,1,How many times in total were seasonings and ingredients added to the pan in the video?
896,1,How many times in total did the man in the black clothes slice the meat? How many times did he place the sliced meat into the bowl?
900,1,How many times did the athlete make the index finger gesture in the video?
901,1,How many different types of gym equipment appear in the gym in the video?
906,1,How many points in total did the team of the man in the pink top and shorts in the video score?
907,1,How many times does a serving motion appear in the video?
910,1,How many times in total did the male player in the yellow shirt hit the ball?
916,1,How many kills in total occurred in the final game screen? (A player killed again after respawning counts as two kills.)
918,1,"In the video, how many times in total did the woman in the red top and black shorts hit the shuttlecock during the second rally of the badminton match? (The serve is counted as a hit, and a rally is from the serve until the shuttlecock lands.)"
921,1,"In the video, how many more heroes did the red team kill than the blue team?"
926,1,How many items in total were packed into this last orange bag?
934,1,"In the video, how many times is the transparent container with yellow liquid picked up?"
935,1,How many styles of brushes appeared in the video?
939,1,How many kinds of food appear in the video?
941,1,How many types of tools for cleaning the range hood are shown in the video?
942,1,How many times does the video show the woman in black putting garlic into the glass jar?
945,1,How many times does the video show liquid and powder being added to the bowl?
956,1,How many airplanes are parked on the ground in the video?
957,1,How many different kinds of earrings appeared in the video?
960,1,"In the video, the number of people spinning in golden-yellow outfits is how many times the number of fully visible people dancing in brownish-yellow outfits?"
962,1,"In the video, a woman wearing a qipao appears in indoor, snowy, and courtyard exterior wall scenes. If you count the number of other women present in each scene alongside her, which of the following options matches the statistical results?"
963,1,The number of items held by the short-haired woman in the video changes. What is the product of the maximum and minimum number of items she holds?
964,1,"In the video, which color of earrings was worn most often by the woman in the white top? How many times were earrings of that color worn?"
968,1,How many more times did the woman wearing a white jacket at the beginning of the video wear earrings than she wore a necklace throughout the entire video?
971,1,How many of the necklaces worn by the ladies in the video are yellow?
973,1,"According to the video, among the four professionals shown, how many directly show signs of fatigue or are in a state of rest after completing their work?"
974,1,How many times does a plane appear in the video?
976,1,How many times does the Chinese national flag appear in the video?
979,1,How many times in the video is there a shot of a runner falling and getting back up?
980,1,How many times in total was the car interior shown in the video?
983,1,How many times in total did the courtyard appear in the video?
984,1,How many veterans in the video explicitly stated in their interviews that they are unwilling to recall the past?
988,1,"Based on the changes in the characters' clothing in the video, how many different military uniform colors appeared from the appearance of the soldier image in the early days of the founding of the People's Republic to the display of the individual business license?"
994,1,"In the video, how many times are rescuers shown performing a water rescue?"
996,1,How many close-up shots of arms are there in the video?
997,1,"The video shows a woman and a man appearing in different scenes. In their respective scenes, how many shots are there of a character looking at the scenery outside the window?"
998,1,"Based on the scenes in the video, which of the following scenes features the largest number of people?"
1000,1,"Based on the video content, which of the following elements appears most frequently in the different scenes of 'Fu Tea Town'?"
1006,1,"According to the video, after the male and female protagonists finish their conversation in the woods, they leave in different directions. How many times in total does the female character look back before the video ends?"
1007,1,"Based on the changes in the character's reading locations shown in the video, from receiving textbooks as a child to reading in a study as an adult, how many different places appeared in total?"
1008,1,"In the video, from the first time the worker appears in the underpass to their final appearance on top of the building, how many times is the worker seen wearing a safety helmet?"
1016,1,How many times in total do the car keys appear in the video?
1018,1,How many times does the large drum appear in the video?
1020,1,"According to the video, how many times does the character hold a red flower in the segments that take place in the garden?"
1021,1,How many modes of transportation are shown in the video?
