ID,num_models,question
479,2,How many hunting attempts did the shoebill stork make in the video?
482,2,"How many times in total did the person in green run in the video? (If the camera angle changes during a run, it is counted as one time.)"
487,2,"How many different types of kitchen utensils did the woman use in total while cooking the crayfish and noodles? (All tools used in this process are considered kitchen utensils, excluding the water tap.)"
496,2,What percentage of the total number of pigs in the video were put into woven sacks?
502,2,"After the baking is complete, how many times does the woman in the purple top strike the clay casing with a tool?"
520,2,"What is the number of times the character uses scissors to handle the shrimp, multiplied by the number of times the shrimp is wiped with a paper towel? (Repeated occurrences also count.)"
523,2,"How many times did an elderly lady in a cyan, floral-patterned top cut with a cleaver? (Count only complete cutting motions.)"
532,2,"According to the video, how many more scenes are there of a monkey striking a stone with a shell than of a monkey striking a shell with a stone? (Shot changes do not count.)"
537,2,How many different types of mushrooms were there?
542,2,How many times did it cut to the scene of seals resting on the ice?
552,2,How many times did the silver spatula appear while the meat patties were being pan-fried? Repeated appearances should be counted.
568,2,"Throughout the video, how many black sea urchins did the larger, all-orange fish clear? (Repeated footage is counted)."
570,2,Did the woman in a light purple long-sleeved top and a dark plaid suspender skirt pick up several different items from the ground? (appears once)
574,2,How many times in total did the man in the black short-sleeved shirt eat the food in his hand?
577,2,"In the video, in how many different places in total did the middle-aged woman with her hair in a bun and wearing dark clothes search?"
579,2,"In the video, how many times in total did those spiky aquatic plants attempt to push their tips above the water's surface?"
581,2,"During the cooking process, at which step are powdered seasonings added?"
585,2,"In the video, how many times in total were dishes brought to the table?"
592,2,"In the video, how many different styles of clothing did the woman show in total?"
597,2,"What is the total number of times the praying mantis in the video raises both of its raptorial legs? (If the action reoccurs after a shot change, each instance should be counted.)"
599,2,"Of all the people in the video, how many are wearing clothes with the primary colors of art?"
615,2,How many times does the red national flag appear? (Repeated appearances are counted)
616,2,How many times did the foldable picnic chair appear in total?
622,2,How many scenes feature cows? Shot changes are counted.
626,2,How many dishes were cooked in the black pot in the video?
636,2,How many people in total did the winding work in the video? (The same person appearing multiple times still counts as one person.)
637,2,How many baby crocodiles are poking their heads out of the sand in the video?
639,2,How many times does the frog bite off the snail's antennae in the video?
642,2,"In the video, how many times did the rusty-spotted cat's paws appear on the ground and in the trees, respectively?"
661,2,"In the video, how many times does the elderly woman in the red top scoop up white liquid with a silver container and pour it into a filter cloth?"
665,2,What is the total number of times white food was put into the black pot?
667,2,"What is the least common multiple of the number of tools the man in the black hat uses to process the black strips, and the number of tools used to process the ox horn?"
675,2,"In the video, how many different vegetables in total appeared in the hands of the woman wearing the pink floral top?"
677,2,"How many people are there in total in the picture? If you remove the people wearing glasses, how many are left?"
688,2,"A winged insect is gnawing on an egg mass containing white larvae, during which several larvae break free and eventually fall into the water?"
692,2,Multiple people in the video are participating in the activity of peeling vegetable leaves. How many leaves did the elderly person in the red top peel off in total? (Only a successfully peeled leaf counts as one.)
695,2,"Throughout the entire process of making the wooden utensil, how many different tools did the man use in total?"
698,2,How many different animals appear in this video?
703,2,"In the video, how many times in total does the woman knead the food?"
704,2,What ingredients did the lady in the purple ethnic costume add to the golden bowl while making food?
707,2,How many times do the brush and the oysters appear together in the video?
714,2,"In the video, how many times does the elderly person in wine-red clothes cut the large, white solid object with a knife?"
717,2,"Throughout the entire video, how many times did the woman in the yellow safety helmet press her hands together in front of her chest? (It only counts as one time if her hands are completely touching.)"
720,2,"In the video, how many different types of processing does the man in camouflage and a hat perform on the bamboo with a knife?"
735,2,How many minor children in the video received red cylindrical objects after hitting the badminton shuttlecock?
738,2,The players in which color jersey successfully blocked the ball from entering the goal more times?
752,2,"In the video, what is the percentage of successful golf shots by the woman in black out of her total number of attempts?"
756,2,"In the video, the woman in the pink top adds ingredients to a large black pot. Which ingredient is added the most times?"
761,2,"In the badminton court, how many forehand strokes did the man in the light blue shirt complete in total while standing?"
769,2,"In the video, how many times were ingredients added to the stone pot during the cooking process?"
770,2,How many times in total did the action of cutting ingredients with a knife occur?
775,2,"In the outdoor scenes, how many times in total does the woman wearing purplish-red Tibetan attire appear using scissors to cut animal fur? (Count each camera cut as one instance.)"
777,2,What is the ratio of the number of times the elderly lady in a red top is holding a red envelope to her total number of appearances?
788,2,"Of all the kitchenware shown in the video, which of the following items has the most styles?"
794,2,How many types of ingredients are picked up with chopsticks in the video?
797,2,How many women in white jerseys appeared in the short film in total?
798,2,"There are multiple scenes of applause in the short film. Of the following options, which man clapped the most times?"
815,2,How many times in total did the blonde girl appear with long hair flowing over her shoulders and hair accessories on top of her head?
820,2,How many times did players wearing dark jerseys jump and bump into each other in pairs?
832,2,What is the shooting percentage of the man in the grey top on the basketball court?
837,2,"How many times in total did the woman, wearing a traditional costume and a headband strung with red and blue gems, lift her right leg while jumping on the bamboo pole?"
840,2,Which appears more in the video: the black and white soccer ball or the red and white rugby ball? And by how many times?
846,2,"On the badminton court, which type of shot does the lady in the white top use most often?"
857,2,"In the video, how many times does the taller man in camouflage lift up the child, who is also in camouflage, with both hands? (Lifting the child up and then placing them back on the ground counts as one complete time.)"
861,2,How many times does the woman in blue and white clothing hang upside down from the purple hoop with her legs together?
863,2,How many times did the man in camouflage-patterned clothes do a handstand on the white rack?
876,2,How many times did the boy in the blue jersey attempt to block the goal? What is the percentage of successful blocks out of the total attempts?
878,2,What is the sum of the jersey numbers of the two little boys who scored the goal?
881,2,How many types of seasonings did the woman in the video add to the large black pot in total?
886,2,How many stairs did the boy in red climb in a one-handed handstand?
896,2,How many times in total did the man in the black clothes slice the meat? How many times did he place the sliced meat into the bowl?
900,2,How many times did the athlete make the index finger gesture in the video?
902,2,"In the initial phase of the video, which of the four strokes—forehand, backhand, smash, and serve—appears most frequently?"
903,2,"In the video, how many different items did the man in the white short-sleeved shirt take from the woman in the pink short-sleeved shirt?"
906,2,How many points in total did the team of the man in the pink top and shorts in the video score?
908,2,"In the video, what is the total number of dashes made by all blue team heroes towards red team heroes?"
920,2,How many times in total were heroes on the blue side killed in the video?
921,2,"In the video, how many more heroes did the red team kill than the blue team?"
925,2,How many shots did the player in the black number 3 jersey make in the video?
926,2,How many items in total were packed into this last orange bag?
929,2,How many times in the video does the gesture of pointing at an object with only the index finger appear?
933,2,"In the video, during the process of sealing the tea leaves inside the mask, how many times did the demonstrator wrap the rubber band around? (The first time the rubber band is looped over the mask does not count.)"
937,2,What is the total number of metal boxes and potted plants in the video?
939,2,How many kinds of food appear in the video?
940,2,In how many different scenes do the bottled condiments appear?
943,2,How many times does the video show a woman combing her hair from top to bottom with a white wooden comb?
948,2,What is the total number of briefcases and cups in the video? (Count duplicates only once).
952,2,How many different styles of bags appeared in the video?
956,2,How many airplanes are parked on the ground in the video?
958,2,"How many times does the woman, who wears a blue dress at the beginning of the video, appear wearing a headscarf throughout the entire video?"
960,2,"In the video, the number of people spinning in golden-yellow outfits is how many times the number of fully visible people dancing in brownish-yellow outfits?"
970,2,How many women appear in the video?
978,2,"Based on the video, during the transition of the models from blurry to clear, how many of their faces are shown completely and clearly enough for their facial features to be recognizable?"
990,2,"In the video, from the first city night scene shot to the last, how many times do night shots featuring a complete city skyline (i.e., the full silhouette of buildings above the horizon) appear?"
998,2,"Based on the scenes in the video, which of the following scenes features the largest number of people?"
1001,2,"How many times do scenes of the actor applying makeup appear in the video, and how many makeup tools are used each time?"
1002,2,How many times does the female character shown in the video raise her arms in the seaside scene?
1004,2,What is the color of the small dots in the stamen of the lotus flower that appears at the end of the video?
1010,2,"Based on the changes in the appearance of the buildings in the video—from complete darkness, to the lights appearing, and finally to the full cityscape—how many different types of building scenes were shown in total?"
1011,2,How many times do cycling scenes appear in the video?
1016,2,How many times in total do the car keys appear in the video?
1026,2,How many times did Pinyin and Chinese characters appear at the same time in the video?
1029,2,"In the video, how many times does the little girl's father look at her, from the moment she starts trying on the red sweater until she finally puts it on and is praised by her grandmother for the beautiful clothes?"
1037,2,How many times does the scene change in the video?
1048,2,"In the specified video clip, how many people are in the photo with the highest number of people?"
1053,2,How many options are there in total under this level in the video clip?
1057,2,How many times was the person in dark blue slapped in the video?
1067,2,How many burpees did the man in the video do in total?
1077,2,How many types of human tissues were sutured and fixated in the video?
1080,2,How many research areas on aluminum-based composite materials are mentioned in the video?
1097,2,How many films and TV shows does this movie pay tribute to in the video introduction?
1100,2,How many people were interviewed in the video?
1102,2,How many piles are in the pile array in the video?
1105,2,How many different musical instruments are featured in the video clip?
1110,2,How many Apple computers are in the video?
1121,2,How many good items are shown in the video?
1129,2,How many bicycles appear in the video?
1136,2,How many kinds of animals appeared in the video clip?
1147,2,How many kinds of animals appeared in the video?
1153,2,How many times did a boat appear in the video?
1156,2,How many wolves are in the video?
1168,2,How many cities in the broadcast below the video are sunny all day?
1170,2,How many different scenes of Biden's speeches are shown in the video?
1172,2,How many different paintings appeared in the video?
1182,2,How many provinces in total are featured in the video?
1183,2,What kitchen-related smart home products were introduced in the video?
1184,2,How many times does the ball hit the net in the video?
1197,2,How many types of ingredients were prepared in the video in total?
1210,2,How many times does a character fall into the water in the video?
1211,2,How many people in the video jumped into the water while holding the wooden pole with both hands?
1213,2,How many people appeared in the video clip?
1226,2,How many times do scenes of ocean waves appear in the video?
1230,2,How many Moai statues appeared in the video?
1236,2,How many times does Mr. Lu Xun appear in the video's table of contents?
1238,2,"According to the video, what is the approximate survival rate for space accidents?"
1239,2,How many Southwest Associated University general education course books are in the video?
1240,2,How many people appeared in the video?
1244,2,How many types of terrain appeared in the video?
1250,2,How many cuts were made to the fruit in the video? Into how many pieces was it cut?
1260,2,How many people are in the lion dance performance in the video?
1263,2,How many kinds of food are shown in the video?
1264,2,How many times did tomatoes appear in the video?
1265,2,How many square meters is the area of the pit mentioned in the video?
1267,2,How many yellow bags are there in the video?
1270,2,How many events were mentioned in the video? How many years did they span?
1271,2,"In the video, how many years were there between the man making his first million and losing it all?"
1272,2,How many shells in total were fired in the video?
1277,2,How many people in total are on the plane in the video?
1281,2,"In the video, how many times in total does nail polish appear as a tip?"
1283,2,How many types of Xiangxi intangible cultural heritage are introduced in the video in total?
1288,2,How many mountain peaks' altitudes were introduced in the video?
1290,2,How many creases does the item made in the video have in total?
1292,2,How many English words for items were introduced in the video in total?
1304,2,How many athletes are competing on the track in the video?
1310,2,How many figures are displayed in the cabinet in the video in total? How many of them belong to the Gundam series?
1320,2,How many accessories does the product the person in the video bought have in total?
1322,2,How many times was the paper folded in the video?
1325,2,What were the main aspects that the author intelligently modified?
1328,2,How many train services does this station in the video have before 18:00 on that day?
1335,2,How many types of real animals appeared in the video?
1340,2,How many people appear in the video? How many of them are wearing hats?
1344,2,How many of the life hacks shown in the video are related to fire?
1347,2,How many brands were mentioned in the video?
1349,2,How many flags are on the back of the person in the video?
1354,2,What is the difference in the number of rings on the woman's left and right hands in the video?
1355,2,How many departments organized the event in the video?
1358,2,How many squats did the lady in the video do?
1368,2,How many photos did the photographer in the video take in total?
1387,2,How many different climatic landscapes appear in the video?
1390,2,How much did the dining table setup in the video cost?
1392,2,How many times did the small red flag appear in the video?
1394,2,How many moving airplanes are there in the video?
1399,2,"How many history books that the female protagonist likes are in the video? Counting from left to right, what is the position of ""A Detailed Account of the Song Dynasty""?"
1408,2,"In the data shown in the video, what is the error in seconds for the autonomous driving item?"
1411,2,How many small wooden doors in total does the woman in the video stop in front of?
1412,2,How many beacon towers appeared in the video?
1415,2,"In the workshop shown in the video, how many products have prices? Of those, how many are over 50 yuan?"
1422,2,How many times did the person in the video pat the doll? And how many times did they press on it?
1424,2,How many obstacles did the drone in the video pass through in total?
1435,2,How many times in total did the people rehearsing in the video jump?
1436,2,How many times in total did the man in white turn around in the video?
1448,2,How many materials in total were used to make the bubble solution in the video?
1450,2,"If the boy mentioned in the video had not died from the illness, how old would he be this year under normal circumstances?"
1456,2,What is the approximate difference in acceleration between the two gears mentioned in the video?
1457,2,How many sculptures are there in the video?
1459,2,"In the video, how much higher is the efficiency of Xiaoying's AI anti-fraud interception compared to the operational efficiency boosted by Lexin's AI technology?"
1461,2,How many home brands appeared in the video?
1462,2,"In the video, how many people on the stage are sitting with their legs crossed?"
1463,2,"In the video, before Soros launched a financial war on Hong Kong, how many countries' wealth had he already successfully harvested?"
1470,2,How many times did the woman in the video tap the card in her hand with her finger?
1481,2,How many different backgrounds were prepared for the model on the set in the video?
1500,2,How many items were taken out of the black mesh bag in the video?
1513,2,"In the video, how many mouthfuls of the food in the basin did the hunched elderly person eat in total?"
1523,2,How many times does the scene of pressing the dough with a cleaver appear in the video? (Including camera cuts.)
1526,2,How many times was the light pink bag taken out of the pink suitcase?
1533,2,How many different colored tops did the female blogger who filmed this video wear in total during the vlog intro?
2,1,How many photos appeared in the video? How many of them are in color?
5,1,How much money did the man in black in the video invest in total?
8,1,How many pieces of tape are stuck to the ceramic bowl in the video?
10,1,How many crowned cranes appeared in the video?
17,1,"Of the air crash reports mentioned in the video, which one took the shortest amount of time?"
20,1,How many days apart were the two air crashes mentioned in the video?
21,1,How many milliliters of liquid does the woman in the video have after mixing?
25,1,How many flower names did the child in the khaki vest mention in this video clip?
41,1,How many sets of shoulder shrugs did the elderly person do in this video clip?
43,1,How many different types of dance does this video clip show?
47,1,How many people are in this video clip?
59,1,What is the difference between the starting weight and the final weight recorded in the notes in the video?
62,1,"How many white pots, cups, and plates are there in total in this video?"
66,1,How many aspects of big data analysis examples does this video list?
70,1,How many kinds of animals appeared in the video?
75,1,How many years were there between when the lady introduced in this video clip published her book and when she got married?
76,1,How many centuries apart are the two plagues shown in this video?
80,1,How many more adults than children are there in the group photo in this video?
84,1,How many biographical sources were mentioned in the video?
93,1,How many more female performers than male performers are there in ancient costumes in the video clip?
97,1,How many open books are shown in the video?
106,1,How many decrees targeting men issued after the occupation of the city were introduced in the video?
109,1,Which of the books featured in the video has the highest Douban rating?
114,1,"Of the three people from this period mentioned in the video, who cried the most, and how many more times did they cry than the person who cried the least?"
122,1,How many pairs of similar characters from *Romance of the Three Kingdoms* and *Water Margin* are mentioned in the video?
123,1,How many physical books did the professor in the video show the audience?
129,1,What is the price difference in Indonesian Rupiah between the cheapest and most expensive dishes on the red sign in the video?
130,1,How many cats in the video are not Chinese pastoral cats?
132,1,How many new inspection animations are shown in the video?
133,1,"What are the sum and the absolute difference, respectively, of the prices of all items recommended in the video, in order?"
134,1,How many hot news stories are covered in the video?
135,1,How many years are there between the year the person mentioned in this video clip founded the company and the year that company built the world's first electric car using a lithium battery?
136,1,How many clips is the man sitting in the video wearing on his head?
141,1,Approximately how much did the two people in this video clip spend on groceries in total?
155,1,How many times did the man in the video give the dog treat rewards?
166,1,How many different dogs appeared in the video?
168,1,"Based on the video, how many rolls of film did the child push in total?"
173,1,How many one-hundred-dollar bills flew into the video?
180,1,How many cats are in the video clip?
182,1,How many instances of license plates paying tribute to the manga were mentioned in the video?
188,1,How many times did the woman in the video jump rope with the animal?
191,1,How many celebrities were interviewed in the video?
193,1,How many of the tips introduced in the video are about vegetables?
195,1,How many potatoes did the woman in the video put in the bucket?
199,1,How many actions did the boy in the video demonstrate?
212,1,How many sheep are in the video clip?
214,1,How many segments are shown in the picture?
215,1,How many female models are in the picture?
228,1,How many ceramic containers are in the video?
232,1,How many ingredients are needed to make the soap in the video? How many of them are edible?
237,1,How many crunches did the man in the video do?
239,1,How many cats are in the video?
240,1,How many times in total was the yellow object in the video stretched?
243,1,How many types of banknotes are flushed down the toilet in the video?
244,1,How many types of hair buns are mentioned in the video?
249,1,After melting which marshmallow does the key appear?
253,1,How much money did the woman in the video spend in total?
254,1,How many food items in total did the woman in the video buy from the bread stall?
255,1,How many of the foods shown in the video require flour to make?
260,1,During which tightrope walk does the man in the video lie down?
265,1,How many parked airplanes are in the video clip?
281,1,How many people in total have been on stage in the video?
284,1,How many times does the COP29 logo appear in the video?
285,1,How many scenes of infection symptoms are shown in the video?
286,1,How many times was the paper in the video folded?
300,1,How many times do pictures appear in the video clip?
307,1,How many wolves appeared in the video in total?
308,1,"In the video, what is the combined shooting percentage of all the players? (Shooting percentage = shots made / total shots attempted)"
311,1,How many times in total was the football kicked into the goal in the video? (Each replay should be added to the total count.)
315,1,What is the shooting percentage of the player wearing number 9?
319,1,How many baskets did the players wearing white jerseys score in total during the basketball game?
324,1,How many colors of jerseys appear on the court in this video?
325,1,How many times did the players kick the ball into the goal in the video? What color jerseys were the scoring players mainly wearing? (Goals in replays are also included in the count.)
332,1,How many times were items added to the big black pot during the cooking process?
334,1,"In the match, how many times did the players in green jerseys successfully block the ball from entering the net? (Repetitions are counted.)"
335,1,How many white containers with blue patterns appear in the video in total? (Count recurring appearances)
336,1,"In the video, what is the difference between the number on the jersey of the man sliding forward on his knees and the number on the player hugging him?"
337,1,"During the food preparation process, what is the total number of times that the actions of slicing the pork liver and arranging the pork liver appear?"
344,1,"A man in a black jacket poured the white, spotted ingredients from a bamboo basket into several different containers?"
346,1,"During the process of cooking the stone pot chicken, how many different styles of pot lids did the man in the white top use? (Repeated appearances are counted as one.)"
347,1,A woman in a purple Tibetan robe is cleaning a room. How many different items has she touched with her hands?
349,1,How many types of ingredients are there in the video in total?
351,1,"How many different tasks did the woman with curly hair, wearing a light-colored top, complete throughout the entire cooking process?"
356,1,"For the players on the team wearing black jerseys, which goal celebration occurred most frequently?"
358,1,How many types of food are cut with a knife?
360,1,"The woman in black scooped beef out of the pot twice. What is the difference in the number of times she performed the ""scooping"" motion with the strainer during these two operations?"
362,1,"In the video, how many times in total do the red-and-white and blue-and-white decorations on the cars appear? (Each change of shot counts as one appearance.)"
363,1,"In the video, how many times did the elderly person wearing the yellow top with a dark pattern repeat the action of raising and lowering their arm?"
365,1,What is the product of the number of times the ingredients are cut and the number of 'grabbing' motions after the white powder is poured in?
366,1,How many total touches did the players in red have inside the penalty area before the goal was scored?
368,1,Which vegetable is cut the most times by the man in black while he is cutting vegetables?
371,1,"An elderly woman is wearing a purple top and a red headscarf. She makes multiple ""scooping"" motions. How many times does she actually scoop the contents out of the jar and put them into the bowl?"
376,1,"When making a broom from sun-dried sorghum, how many times does the rope-binding step occur?"
384,1,"By the window indoors, how many times in total does the woman in black sportswear look outside?"
385,1,"In the video, how many kinds of ingredients did the woman in the pink top handle?"
386,1,"In the video, how many doors did the man in grey close in total?"
392,1,How many cuts in total did the old person in red clothes make when cutting the tofu?
393,1,How many sweet potatoes did the old man in red and the woman in white put into the box altogether?
396,1,How many times did the woman in blue splash others with water?
397,1,What is the difference between an electric vehicle with a person on it and one without?
398,1,How many times did the lady squatting to plant potatoes plant? (Touching the ground with her hand is counted as planting once.)
399,1,"From the start to the end of planting potatoes outdoors, how many potato pieces in total did the woman in the black patterned clothes put into the ground?"
401,1,How many times did the person in the light-colored top add seasoning to the bowl?
402,1,How many times did the man with glasses lower his head to hide behind the wall?
416,1,"In the match clip, what is the number of times the ball entered the goal due to non-deliberate contact (not active actions such as shooting, kicking, etc.) by players wearing blue and black jerseys? (Replays are included)."
418,1,How many green wigs appeared in the video? (Reappearances are counted multiple times)
425,1,"In the video, how many times does the woman in the white top pick up items? How many times is the number of pickups compared to the number of throwaways? (Count each repeated occurrence.)"
426,1,"How many shots are there of the men in blue and light gray jackets holding bamboo baskets? (Each camera cut counts as one shot, excluding shots from behind.)"
431,1,In how many scenes in total does the woman in the black padded jacket appear? (Each camera cut counts as a new scene.)
432,1,How many nutmeg shots did the number 11 player in the blue jersey have in total? (Repeated occurrences are counted)
438,1,How many times does the black calf appear in the video?
440,1,"How many mergansers jumped from the tree hollow to the ground? (To be counted, the action of them jumping out of the tree hollow must be visible.)"
444,1,How many types of ingredients in total were added to the black pot during the process of making the ginseng fruit fried rice?
446,1,How many times did the chipmunk put the fruit in its mouth?
448,1,"After water was poured into the stone pot, how many times were ingredients added?"
450,1,"After riding past several locations, a woman in a white jacket discovers that the red bag on her bike is missing? (Each shot change counts as one location)"
453,1,How many different substances were added to the tank?
457,1,What type of road condition does the car drive on most frequently in the video?
466,1,How many times does the adult bird appear in the video?
467,1,How many young birds appear in the video?
468,1,"In the cliff scene, how many times did the young birds jump from a high place?"
474,1,How many wrapped zongzi appeared in the video in total?
475,1,"In the video, how many times does the woman in the white top place the meat on the cutting board to cut it? During which of these times does she make the most cuts (counting each cutting motion with the knife as one cut)?"
476,1,Did a woman in a white top grab pork ribs from several different containers?
480,1,How many types of animals appeared in the video in total (counting repeated appearances only once)?
481,1,How many times did the small bird flap its wings while struggling in the water until it was captured by the large bird?
484,1,How many times does a New Caledonian crow appear in the video holding food in its beak?
490,1,How many times did the woman swing the kitchen knife up and down? (Contact with the cutting board counts as one time; back-and-forth movements of the knife on the board do not count.)
499,1,"If an insect enters a Venus flytrap, what is the sum of the number of times its legs touch the inner trigger hairs and the number of times the flytrap closes?"
503,1,How many times in total are charcoal and ash added to the earth mound during the roasting process?
508,1,How many times does the lady in the blue and pink floral top scoop pieces of meat from the basin with a slotted spoon?
510,1,In how many scenes did the basket appear during the picnic preparation and the picnic itself? (Shot changes do not count.)
513,1,How many times in total did the pink brush dip into the water in the silver basin? (A single dip is counted from the moment the brush touches the water surface until it leaves.)
514,1,"After placing the sheep's head in the black pot, how many times in total were things added to the pot?"
521,1,"In the video, how many times does the scene of a woman in a white top holding a shrimp appear? (Shots where only the hand is visible do not count)."
525,1,"What is the percentage of the number of appearances of a man in a dark gray top holding a spatula, out of the total number of spatula appearances?"
528,1,How many times does the tide recede in the video?
531,1,How many times in total does a scene of a spider wrapping something in its web appear?
535,1,How many times does the spider spin silk (counting shot changes)?
536,1,"In the forest scene, how many times in total does the action of pulling a mushroom out of the ground occur?"
544,1,How many lanterns appeared in total (including repetitions)?
546,1,What is the percentage of headed goals out of all goals scored (replays are also included in the statistics)?
548,1,How many successful shots did the player in the purple number 7 jersey make in total? (Successful shots shown in replays should also be included in the count.)
549,1,What is the difference between the number of times a cleaver is used to chop the meat filling and the number of times it is used to chop the green peppers? (A single chop is counted from the moment the cleaver makes contact with an ingredient until it leaves.)
550,1,How many steps are there in total to make this dish?
551,1,How many times did the action of picking fruit from the tree by hand occur?
553,1,"In the process of making a burger, what is the result of multiplying the number of times green vegetables are added by the number of times red vegetables are added?"
554,1,"How many times does a water drop land on a leaf, causing the leaf to shake? (A change of shot counts as an additional instance.)"
557,1,How many times did the scene of only one fish leaping out of the water appear?
558,1,How many creatures resting on branches or leaves did a fish living in the water knock down by spraying a jet of water?
560,1,How many times in total did a woman wearing a black top appear? (An appearance is only counted when the scene changes.)
569,1,How many horses are in the video? (Count reappearances and partial appearances.)
582,1,"In the video, how many fewer times does the dark-colored liquid condiment appear than the clear liquid condiment?"
586,1,How many different tools does the woman in purple use in the video? (Recurring tools are only counted once.)
587,1,"In the video, how many times in total did the woman in the purple ethnic costume dig with the hoe?"
588,1,"In the video, how many liquid seasonings in total were added to the pot, besides water?"
589,1,What is the result of multiplying the number of times the boy in white clothes appears by the number of times the girl in grey clothes appears?
590,1,"In the video, how many chicken feet were caught and thrown into the metal bowl?"
596,1,"In the video, how many more times did the mantis jump than the jumping spider?"
598,1,How many orchid mantises can be seen in the video? (Only count those whose body outlines are clearly visible.)
600,1,"From indoors to the lakeside, in how many different locations does the woman wearing red earrings appear?"
608,1,How many pygmy monkeys appeared in the video?
610,1,How many times in the video does the pygmy marmoset gnaw on the tree trunk?
611,1,How many times did the boy in the white shirt with a fish pattern turn his head to look at the girl?
612,1,"From the start of picking until she sat on the rock, how many times in total did the woman in the black top pick a yellow fruit? And how many times did she eat a yellow fruit? (It only counts as one time if it was completely eaten.)"
613,1,"In the process of making the food, from pouring the yellow fruit into the metal pan to covering the filling with the dough, how many different ingredients were used for the filling in total?"
617,1,How many different kinds of birds are in the video? (The birds flying in the background are counted as the same kind.)
618,1,How many times does the scene of birds gathering on the ground appear?
624,1,How many times did the action of grabbing and releasing the line-shaped objects on the board occur?
628,1,"In the video, how many times does the man in the black top pick up food with his chopsticks? What is the ratio of the number of times he eats the food after picking it up to the total number of times he picks up food?"
641,1,What percentage of the rusty-spotted cat's total appearances in the video are on the wood? (Each time its head fully appears or the scene changes is counted as one appearance.)
644,1,How many times do scenes with scissors appear in the video?
645,1,How many times did the yak appear in the video in total?
648,1,How many monkeys running in the desert appeared in total in the video? (Repeated appearances are included in the count.)
649,1,In how many different scenes do the scissors appear during the hat-making process? (Shot changes are counted.)
652,1,How many times did hand-sewing appear during the hat-making process? (Shot changes are included in the count.)
654,1,How many bites of meat did the man in the white shirt take from the bone before putting it down?
657,1,How many times does a black-haired woman wearing clothes with a floral pattern and a necklace appear in the video?
658,1,"During the process of cooking the blood sausage, how many times in total did the woman in the red top lift the pot lid?"
662,1,How many times in the video does the action of scooping up the tofu dish with a spoon and pouring it onto the rice appear?
663,1,"In the video, how many times in total did the man in the white top put food into his mouth with a spoon?"
668,1,"In the video, how many different items in total has the man in the black top held in his right hand?"
671,1,"In the video, how many times in total did the elderly person in the blue top spread the straw?"
676,1,How many times in total does the lady in the pink floral top make a complete scraping motion with her knife? (One scrape is counted from when the knife touches the food until it leaves the food.)
680,1,"In the video, how many times did the wolves successfully bite the bison?"
681,1,How many different types of ingredients appeared during the barbecue?
683,1,"Indoors, how many different food ingredients did the woman in the striped top touch in total? (Ingredients in the same container are counted as one type)."
691,1,How many contacts occurred between the wasp and the frog? (An instance is counted from contact to departure.)
693,1,"While preparing the cabbage, how many outer leaves in total did the old person in red clothes throw away?"
718,1,How many times does the woman wearing a yellow safety helmet clap in the clip?
726,1,"How many times in total did the brown-haired lady, wearing a black top and no mask, look at a mobile phone with other people?"
729,1,How many people are drinking water from the green paper cups?
731,1,Which of the following players has successfully stopped the ball from entering the goal the most times? (Repeated occurrences are counted)
732,1,How many more saves did the player in the green jersey make than the player in the yellow jersey?
734,1,How many times in the video does the elderly woman wearing a red inner layer touch the wall?
737,1,"In the video, what is the difference in the number of shot attempts between the team in red shirts and the team in white shirts?"
754,1,"How many crabs in the video performed a ""jumping"" motion?"
755,1,How many times in the video do two penguins with similar actions and visible faces appear at the same time?
759,1,How many shots were hit in total between the man in the black top and the man in the light blue top on the badminton court?
760,1,What is the proportion of people wearing black tops among those around the lady in a black dress?
763,1,How many kicks did the team in white tops make in total? (Replays are included in the count.)
766,1,How many times does the goal appear in this video?
767,1,How many times in total were ingredients added to the pot during the cooking process?
772,1,How many different kinds of food did the woman in the white jacket cut on the cutting board?
774,1,How many people passed by wearing a white fluffy sleeveless vest?
778,1,How many times did the elderly lady in the pink top scrape the fat off the pork skin with a spoon while processing it?
784,1,"How many times in total is a woman in a black down jacket, who is trying to open a wooden crate with a crowbar, shown holding the crowbar with both hands? (Camera cuts are counted)."
792,1,How many times were ingredients and seasonings added to the black pot in the video?
801,1,How many times in total were cooking ingredients added to the pot during the cooking process?
802,1,How many times does the river appear? (Scene changes are included in the count.)
806,1,How many times did the player in the yellow jersey fall while making a save to stop the ball from going into the net?
810,1,"During the meal, a man wearing a black top used chopsticks to pick up food. What percentage of the total food items he picked up were dipped in the seasoning inside the white container?"
811,1,"In the video, how many different locations do the two ladies appear in in total?"
813,1,How many times in total did the complete action of putting ingredients into the black pot and then stirring them with an iron spatula occur?
814,1,How many different outfits has the blonde girl worn in total?
816,1,How many times does the action of holding both hands open in the air occur? (Instances where only one arm is visible do not count; repeated occurrences are counted multiple times; each appearance after a complete camera cutaway is counted as a new instance.)
818,1,"Between the team in blue jerseys and the team in red jerseys, which team's players appear more frequently?"
822,1,How many types of non-liquid ingredients did the lady put into the purple bowl?
824,1,"On the soccer field, what proportion of the goal-blocking actions performed by the man in the grey-black top involved him using body contact to change the ball's trajectory?"
826,1,How many backhand shots did this woman hit? (Replays are included in the count)
827,1,How many different training exercises did the man in the white top and pants do in total?
829,1,How many times does the man in the grey jacket skewer squid with bamboo skewers? (Repetitions are also included in the count.)
833,1,How many times in total did the woman in the white top and black pants hit the ball?
