model,direction,ID,Question_EN,gt,cot,nocot,LLM_Level_Final,meta_counting_type,meta_domain_v2,meta_scene_consistency,meta_shot_transition_count,meta_content_style
InternVL3-38B,gain,18,How many times does the woman in red pout in the video?,B,B,A,2,action,real-world,edited_with_cuts,17.0,other
InternVL3-38B,gain,54,How many sets of outfit comparisons appear in this video clip?,B,B,A,2,event,real-world,edited_with_cuts,13.0,other
InternVL3-38B,gain,79,How many types of Chinese terrain are introduced in this video clip?,B,B,D,2,event,instructional-media,edited_with_cuts,6.0,other
InternVL3-38B,gain,63,How many items in total are vacuum-sealed in the video?,B,B,C,1,object,real-world,edited_with_cuts,44.0,other
InternVL3-38B,gain,86,How many more utensils are in the first picture than in the second in this video clip?,B,B,A,3,object,instructional-media,edited_with_cuts,1.0,other
InternVL3-38B,gain,120,How many flips in a row did the man in the video do?,B,B,C,2,action,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,143,How many countries' iconic buildings appeared in the video?,B,B,C,2,object,virtual-world,continuous_shot,0.0,other
InternVL3-38B,gain,201,"In the specified video clip, how many times in total did the man sprinkle the powdery substance onto the snack?",B,B,C,2,action,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,341,"In the picture, how many people are there in total, including the people on the stage and the people holding signs with English text? (Duplicates are not counted.)",B,B,A,3,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,347,A woman in a purple Tibetan robe is cleaning a room. How many different items has she touched with her hands?,B,B,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,345,"In the video, how many more squid were picked up by the woman in the white coat than were eaten later?",B,B,A,3,object,real-world,edited_with_cuts,35.0,other
InternVL3-38B,gain,372,What is the result of subtracting the number of times a white solid substance is poured into the large pot from the number of times the chef making the food pours an uncooked white powdery substance into it?,B,B,A,3,action,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,365,What is the product of the number of times the ingredients are cut and the number of 'grabbing' motions after the white powder is poured in?,B,B,A,3,action,real-world,edited_with_cuts,12.0,other
InternVL3-38B,gain,379,How many different auxiliary tools did the man wearing a hat use to process the pottery blanks while making pottery?,B,B,A,2,object,real-world,edited_with_cuts,12.0,other
InternVL3-38B,gain,406,"In the video, of the two people eating chicken feet, how many times did the man bite the chicken feet?",B,B,A,2,action,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,429,How many times in total were ingredients and seasonings added to the pot during the cooking process?,B,B,D,3,event,real-world,edited_with_cuts,12.0,other
InternVL3-38B,gain,458,How many colors of fabric and thread in total are used by a man in a light khaki cowboy hat while he is making handicrafts?,B,B,A,3,object,real-world,edited_with_cuts,9.0,other
InternVL3-38B,gain,445,In how many different scenes in the video did the oysters in the bamboo basket appear?,B,B,A,2,event,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,498,How many steps did the woman in the video take in the process of making the handicraft?,B,B,A,2,event,real-world,edited_with_cuts,,
InternVL3-38B,gain,535,How many times does the spider spin silk (counting shot changes)?,B,B,D,2,action,real-world,edited_with_cuts,5.0,other
InternVL3-38B,gain,615,How many times does the red national flag appear? (Repeated appearances are counted),B,B,C,1,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,634,How many pavilion pillars can be seen in total?,B,B,A,1,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,619,"In the video, how many times were crabs put into the black pot?",B,B,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,621,"During the process of cooking the crab, how many times in total were cooking ingredients added to the black pot?",B,B,A,2,event,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,688,"A winged insect is gnawing on an egg mass containing white larvae, during which several larvae break free and eventually fall into the water?",B,B,A,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,694,How many leaves were picked off the Chinese cabbage in the hands of the old lady wearing a red embroidered coat?,B,B,A,1,action,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,702,How many ingredients did the woman add to the golden bowl while making the food?,B,B,A,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,685,"In the video, how many times in total did the pika carry food? (Count repeated instances.)",B,B,A,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,717,"Throughout the entire video, how many times did the woman in the yellow safety helmet press her hands together in front of her chest? (It only counts as one time if her hands are completely touching.)",B,B,C,2,action,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,726,"How many times in total did the brown-haired lady, wearing a black top and no mask, look at a mobile phone with other people?",B,B,C,2,event,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,773,How many times in total did the person in front of the goal practice making saves?,B,B,C,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,757,"In the video, what is the difference between the number of times the man in the black jacket appears alone and the number of times he appears together with the woman in the black top?",B,B,C,3,event,real-world,edited_with_cuts,12.0,other
InternVL3-38B,gain,827,How many different training exercises did the man in the white top and pants do in total?,B,B,C,2,event,real-world,edited_with_cuts,5.0,recorded_course_or_ppt
InternVL3-38B,gain,823,In how many different locations did the little grey cat appear in total?,B,B,C,2,event,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,840,Which appears more in the video: the black and white soccer ball or the red and white rugby ball? And by how many times?,B,B,A,3,object,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,850,"In the video, how many different types of items is the woman performing on the unicycle balancing on her head?",B,B,A,2,object,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,811,"In the video, how many different locations do the two ladies appear in in total?",B,B,A,2,event,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,876,How many times did the boy in the blue jersey attempt to block the goal? What is the percentage of successful blocks out of the total attempts?,B,B,A,3,action,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,871,"In the video, how many poses by the performers in camouflage last for 2 seconds or more?",B,B,A,3,action,real-world,edited_with_cuts,0.0,other
InternVL3-38B,gain,896,How many times in total did the man in the black clothes slice the meat? How many times did he place the sliced meat into the bowl?,B,B,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,907,How many times does a serving motion appear in the video?,B,B,A,1,action,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,908,"In the video, what is the total number of dashes made by all blue team heroes towards red team heroes?",B,B,C,3,action,virtual-world,continuous_shot,0.0,game_livestream
InternVL3-38B,gain,937,What is the total number of metal boxes and potted plants in the video?,B,B,C,3,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,945,How many times does the video show liquid and powder being added to the bowl?,B,B,C,2,action,instructional-media,edited_with_cuts,7.0,other
InternVL3-38B,gain,963,The number of items held by the short-haired woman in the video changes. What is the product of the maximum and minimum number of items she holds?,B,B,A,3,object,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,1014,"According to the video, how many real-world work scenarios are shown after putting on the VR headset?",B,B,A,2,event,real-world,edited_with_cuts,5.0,other
InternVL3-38B,gain,1022,"Based on the scenes that appear in the video, which of the following statements about the number of scenes is correct?",B,B,C,3,event,real-world,edited_with_cuts,9.0,other
InternVL3-38B,gain,1032,"In the video, figures representing different professions appear in sequence, accompanied by the presentation of the ""新"" (xīn) logo. Among all the professional figures shown, how many times does the ""新"" (xīn) logo appear in total?",B,B,A,2,event,instructional-media,edited_with_cuts,10.0,other
InternVL3-38B,gain,979,How many times in the video is there a shot of a runner falling and getting back up?,B,B,C,2,event,real-world,edited_with_cuts,25.0,other
InternVL3-38B,gain,1057,How many times was the person in dark blue slapped in the video?,B,B,A,2,action,real-world,edited_with_cuts,9.0,other
InternVL3-38B,gain,1104,How many of the movies in the video are about war?,B,B,C,2,event,real-world,edited_with_cuts,21.0,other
InternVL3-38B,gain,1092,How many toy car boxes appear in the video?,B,B,C,1,object,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1102,How many piles are in the pile array in the video?,B,B,C,1,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,1097,How many films and TV shows does this movie pay tribute to in the video introduction?,B,B,A,2,event,real-world,edited_with_cuts,21.0,other
InternVL3-38B,gain,1110,How many Apple computers are in the video?,B,B,D,1,object,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,1182,How many provinces in total are featured in the video?,B,B,C,2,event,real-world,edited_with_cuts,17.0,other
InternVL3-38B,gain,1244,How many types of terrain appeared in the video?,B,B,A,2,event,instructional-media,edited_with_cuts,7.0,recorded_course_or_ppt
InternVL3-38B,gain,1243,How many types of laparoscopic surgery are mentioned in the video?,B,B,C,2,event,instructional-media,edited_with_cuts,6.0,other
InternVL3-38B,gain,1255,How many times was trash thrown into the trash can in the video?,B,B,C,1,action,real-world,edited_with_cuts,17.0,other
InternVL3-38B,gain,1288,How many mountain peaks' altitudes were introduced in the video?,B,B,D,2,object,instructional-media,edited_with_cuts,6.0,recorded_course_or_ppt
InternVL3-38B,gain,1305,How many books were flipped through in the video?,B,B,C,2,action,real-world,continuous_shot,5.0,other
InternVL3-38B,gain,1325,What were the main aspects that the author intelligently modified?,B,B,A,2,event,instructional-media,edited_with_cuts,8.0,other
InternVL3-38B,gain,1316,"How many times is the word ""X-Knob"" mentioned in the video?",B,B,A,1,event,instructional-media,edited_with_cuts,1.0,other
InternVL3-38B,gain,1331,How many times in total were the pull-out baskets or drawers pulled out in the video?,B,B,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,1334,"During the second flight in the video, what local time does the period of direct sunlight into the cockpit correspond to?",B,B,A,3,event,instructional-media,edited_with_cuts,14.0,other
InternVL3-38B,gain,1355,How many departments organized the event in the video?,B,B,C,2,event,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1371,How many properties of the materials are mentioned in the video?,B,B,A,2,event,instructional-media,edited_with_cuts,4.0,other
InternVL3-38B,gain,1359,How many times is the first set of movements in the video supposed to be done?,B,B,A,2,action,real-world,edited_with_cuts,20.0,other
InternVL3-38B,gain,1340,How many people appear in the video? How many of them are wearing hats?,B,B,A,2,object,instructional-media,continuous_shot,0.0,other
InternVL3-38B,gain,1375,Calculate the domestic time based on the time displayed in the first frame of the video.,B,B,A,3,event,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1400,How many people operating machines with their bare hands appear in the video?,B,B,A,2,object,instructional-media,edited_with_cuts,4.0,other
InternVL3-38B,gain,1409,"How many cups were picked up in total in the video? Of those, how many are not transparent?",B,B,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,1421,Did the video show the prices of multiple hotels? How many are less than 100?,B,B,D,3,object,instructional-media,edited_with_cuts,1.0,other
InternVL3-38B,gain,1472,How many letters are on the frame in the video?,B,B,A,1,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,gain,1485,How many times did the cat in the video hit the lid?,B,B,A,1,action,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1499,How many items of clothing are shown in the video? (excluding hats),B,B,D,3,object,real-world,edited_with_cuts,5.0,other
InternVL3-38B,gain,1504,"In the video, how many times in total was the black lump hammered? (Count repetitions.)",B,B,A,2,action,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,48,How many times did the person in the video throw away the trash?,B,B,A,1,action,real-world,edited_with_cuts,27.0,other
InternVL3-38B,gain,250,How many lions are there in the video?,B,B,D,1,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,242,How many Samoyeds are in the video?,B,B,A,1,object,real-world,edited_with_cuts,18.0,other
InternVL3-38B,gain,257,At what age did the person mentioned in this video move to Paris?,B,B,A,2,event,real-world,edited_with_cuts,27.0,recorded_course_or_ppt
InternVL3-38B,gain,265,How many parked airplanes are in the video clip?,B,B,C,1,object,instructional-media,continuous_shot,0.0,other
InternVL3-38B,gain,292,How many steps of this Intangible Cultural Heritage are mentioned in the video?,B,B,C,2,event,instructional-media,edited_with_cuts,12.0,other
InternVL3-38B,gain,299,How many people are wearing orange clothes in the video clip?,B,B,A,1,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,27,How many minutes a day is the service center in this video clip open?,C,C,A,3,event,instructional-media,continuous_shot,0.0,other
InternVL3-38B,gain,90,How many Korean comments appeared in the video?,C,C,D,1,object,real-world,edited_with_cuts,11.0,other
InternVL3-38B,gain,108,How many different traditional cultural performances does this video clip show?,C,C,D,2,event,instructional-media,edited_with_cuts,17.0,other
InternVL3-38B,gain,149,By how many tons does the cargo carried by the vessel in this video clip exceed the maximum load capacity?,C,C,A,3,event,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,179,How many times was the action shown in the video performed?,C,C,B,1,action,real-world,continuous_shot,1.0,recorded_course_or_ppt
InternVL3-38B,gain,326,"In this video clip, how many times do all the players in blue jerseys touch the ball?",C,C,A,2,action,real-world,edited_with_cuts,9.0,other
InternVL3-38B,gain,423,How many times did the woman in the colorful patterned top add white powder from the green container to the basin of white powder? And how many eggs did she add?,C,C,A,2,action,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,449,How many kinds of non-liquid ingredients were added to the black clay pot in total?,C,C,A,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,497,How many times does a shot of a hand holding two ham sausages appear in the video?,C,C,A,2,event,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,556,How many species of sea creatures were there in total (excluding shellfish)?,C,C,A,3,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,606,"Excluding close-up shots of other fish, how many times in total does the school of fish appear in the video?",C,C,A,2,event,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,648,How many monkeys running in the desert appeared in total in the video? (Repeated appearances are included in the count.),C,C,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,696,What is the total number of times the carving knife appears during the process of making the wooden utensils? (Including frame-by-frame counting),C,C,A,2,object,real-world,edited_with_cuts,19.0,other
InternVL3-38B,gain,715,How many buckets in the video are shown pouring out or being filled with sweet potatoes or sweet potato flour?,C,C,A,2,action,real-world,edited_with_cuts,17.0,other
InternVL3-38B,gain,750,"Among the groups of penguins gathered on the snow, how many times did the number of penguins reach or exceed 15?",C,C,A,3,object,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,869,How many times did the woman performing the unicycle act kick the bowls from her foot to her head?,C,C,A,2,action,real-world,edited_with_cuts,0.0,other
InternVL3-38B,gain,927,"In the video, how many actions did the person in the pink plaid top perform before holding the banknote?",C,C,D,3,action,real-world,continuous_shot,1.0,other
InternVL3-38B,gain,926,How many items in total were packed into this last orange bag?,C,C,D,3,object,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,946,"How many times in total was the ""sweeping"" action performed with the broom covered by a red plastic bag in the video?",C,C,B,2,action,instructional-media,edited_with_cuts,1.0,other
InternVL3-38B,gain,962,"In the video, a woman wearing a qipao appears in indoor, snowy, and courtyard exterior wall scenes. If you count the number of other women present in each scene alongside her, which of the following options matches the statistical results?",C,C,B,3,object,instructional-media,edited_with_cuts,5.0,other
InternVL3-38B,gain,965,"How many different outfits in total did the woman with short, curly hair wear in the video?",C,C,D,2,object,instructional-media,edited_with_cuts,5.0,other
InternVL3-38B,gain,973,"According to the video, among the four professionals shown, how many directly show signs of fatigue or are in a state of rest after completing their work?",C,C,A,3,event,real-world,edited_with_cuts,19.0,other
InternVL3-38B,gain,982,"According to the video content, what is the maximum number of times the blind girl touches Braille with her hands in outdoor scenes?",C,C,A,3,action,real-world,edited_with_cuts,9.0,other
InternVL3-38B,gain,954,How many police officers with epaulettes can be seen in the video?,C,C,D,2,object,instructional-media,edited_with_cuts,3.0,other
InternVL3-38B,gain,1030,How many shots directly or indirectly show feet from the beginning of the film until the first time the police check the box containing the body?,C,C,D,2,event,real-world,edited_with_cuts,17.0,other
InternVL3-38B,gain,1055,"How many large, closed sun umbrellas are in the video?",C,C,B,2,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,1177,How many power lines are in the sky after the teal and orange scenes in the video?,C,C,B,2,object,instructional-media,edited_with_cuts,7.0,other
InternVL3-38B,gain,1233,How many items were taken out of the cabinet in the video in total? How many of them were pens?,C,C,A,2,object,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1230,How many Moai statues appeared in the video?,C,C,A,1,object,instructional-media,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL3-38B,gain,1270,How many events were mentioned in the video? How many years did they span?,C,C,A,3,event,instructional-media,edited_with_cuts,38.0,other
InternVL3-38B,gain,1522,How many different ancient-style buildings appear in the video?,C,C,D,2,object,real-world,edited_with_cuts,,
InternVL3-38B,gain,203,How many necklaces were introduced in the video?,C,C,A,1,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,687,"In the video, how many times in total did the pika run to its den in the rocks carrying plants?",C,C,A,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,32,What is the total face value of the banknotes that are clearly visible in the video?,D,D,A,3,object,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,37,Which empty bottle shown in the video is the most expensive?,D,D,A,3,object,real-world,edited_with_cuts,15.0,other
InternVL3-38B,gain,60,How many items in total were in the travel bag that the airline gave to the male passenger in the grey top at the end of the video?,D,D,C,3,object,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,62,"How many white pots, cups, and plates are there in total in this video?",D,D,A,3,object,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,81,How many lion heads passed by in the video?,D,D,A,1,object,instructional-media,edited_with_cuts,1.0,other
InternVL3-38B,gain,101,How many quintessences of Chinese culture does the author in the video believe are on the verge of being lost due to their high difficulty?,D,D,C,2,event,instructional-media,edited_with_cuts,8.0,other
InternVL3-38B,gain,96,What is the approximate percentage of survivors out of the total number of combatants in the war presented in this video?,D,D,B,3,event,instructional-media,edited_with_cuts,8.0,other
InternVL3-38B,gain,113,How many steps are mentioned in this video clip for the printmaking process?,D,D,A,2,event,instructional-media,edited_with_cuts,14.0,other
InternVL3-38B,gain,174,How much would it cost to order every dish in the rightmost column of the menu at this barbecue restaurant?,D,D,A,3,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,196,How many animals appeared in the handmade craft in the video?,D,D,B,1,object,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,197,How many types of cat food are shown in the video?,D,D,C,2,object,real-world,edited_with_cuts,14.0,other
InternVL3-38B,gain,342,"During the cooking process, how many times in total were cooking ingredients added to the silver container?",D,D,C,2,action,real-world,edited_with_cuts,10.0,other
InternVL3-38B,gain,364,How many times were the hawthorn berries put into the pot? And how many times were they taken out of the pot?,D,D,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,388,How many different seasonings did the man use in total to marinate the meat slices? (Anything added after the meat slices is also considered a seasoning.),D,D,C,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,430,"In the video, a woman in a black padded jacket is digging for caterpillar fungus. How many digging motions did she make in total?",D,D,A,2,action,real-world,edited_with_cuts,35.0,other
InternVL3-38B,gain,447,"In the video, what is the difference between the number of lychees on the table that the woman ate and the number she peeled and put into the bowl? (Count it as one if you can see the lychee flesh falling into the bowl.)",D,D,A,3,event,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,463,"In the video, how many times does the man in the white top and black backpack look back?",D,D,C,2,action,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,451,What is the result of multiplying the number of types of non-liquid ingredients added to the yellow bowl by the number of types of non-liquid ingredients added to the black pot?,D,D,B,3,object,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,466,How many times does the adult bird appear in the video?,D,D,A,2,event,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,494,"In the video, how many times in total did the dwarf mongooses jump? (A jump is counted for any dwarf mongoose as long as both its front and hind limbs are off the ground. Cases where the front and hind limbs are not observed simultaneously do not count.)",D,D,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,537,How many different types of mushrooms were there?,D,D,A,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,536,"In the forest scene, how many times in total does the action of pulling a mushroom out of the ground occur?",D,D,A,2,action,real-world,edited_with_cuts,,
InternVL3-38B,gain,555,How many times did a clear picture of a treeshrew licking a pitcher plant appear?,D,D,C,2,event,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,502,"After the baking is complete, how many times does the woman in the purple top strike the clay casing with a tool?",D,D,A,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-38B,gain,594,"In the video, what is the total number of semi-finished mooncakes on the table?",D,D,A,3,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,627,"In the video, how many vegetables were picked from the ground in total? (including Chinese cabbage and chili peppers)",D,D,A,3,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,650,How many times is the iron used in the video during the hat-making process? (Each time the iron touches and is lifted from the fabric counts as one use.),D,D,A,1,action,real-world,edited_with_cuts,10.0,other
InternVL3-38B,gain,690,"In the video, how many times in total does the frog kick its legs from a curled to a straight position?",D,D,A,2,action,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,705,How many times did the red water ladle appear during the food preparation?,D,D,A,2,object,real-world,edited_with_cuts,10.0,other
InternVL3-38B,gain,742,How many times in total does the red race car appear on the track in the entire video?,D,D,C,2,object,real-world,edited_with_cuts,13.0,other
InternVL3-38B,gain,776,How many chickens did the man smoking a cigarette catch?,D,D,B,2,event,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,835,"In the video, in how many different locations do the white-haired man and the man with the hat appear at the same time?",D,D,C,2,event,real-world,edited_with_cuts,9.0,other
InternVL3-38B,gain,845,"What is the difference between the number of times the man in the camouflage top touches the silver cylinder with both hands, and the number of times he touches it with a single hand?",D,D,C,3,action,real-world,edited_with_cuts,0.0,other
InternVL3-38B,gain,859,"In total, how many different locations does the lady who appears at the beginning of the video appear in?",D,D,C,2,event,real-world,edited_with_cuts,5.0,other
InternVL3-38B,gain,833,How many times in total did the woman in the white top and black pants hit the ball?,D,D,C,3,action,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,874,"In the video, how many times in total do player #8 and player #11, both in white jerseys, high-five?",D,D,A,2,action,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,881,How many types of seasonings did the woman in the video add to the large black pot in total?,D,D,A,2,object,real-world,edited_with_cuts,10.0,other
InternVL3-38B,gain,910,How many times in total did the male player in the yellow shirt hit the ball?,D,D,A,2,action,real-world,edited_with_cuts,5.0,other
InternVL3-38B,gain,914,How many kill events appear in the video?,D,D,A,2,event,virtual-world,edited_with_cuts,4.0,game_livestream
InternVL3-38B,gain,921,"In the video, how many more heroes did the red team kill than the blue team?",D,D,A,3,event,virtual-world,edited_with_cuts,1.0,game_livestream
InternVL3-38B,gain,1001,"How many times do scenes of the actor applying makeup appear in the video, and how many makeup tools are used each time?",D,D,A,2,event,real-world,edited_with_cuts,18.0,other
InternVL3-38B,gain,1006,"According to the video, after the male and female protagonists finish their conversation in the woods, they leave in different directions. How many times in total does the female character look back before the video ends?",D,D,C,2,action,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,1010,"Based on the changes in the appearance of the buildings in the video—from complete darkness, to the lights appearing, and finally to the full cityscape—how many different types of building scenes were shown in total?",D,D,B,2,event,real-world,edited_with_cuts,19.0,other
InternVL3-38B,gain,1043,What is the difference between the light thresholds of the two lamps adjusted in the video clip?,D,D,C,3,object,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,1044,What are the main aspects of Changsha showcased in this video clip?,D,D,C,2,event,instructional-media,edited_with_cuts,7.0,other
InternVL3-38B,gain,1059,How many packages are in the big cardboard box in the video?,D,D,A,1,object,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,1072,How many times do snowy scenes appear in the video?,D,D,C,1,event,instructional-media,edited_with_cuts,16.0,other
InternVL3-38B,gain,1087,The video shows that the land area of Zhejiang Province accounts for approximately what percentage of China's total land area?,D,D,C,3,event,instructional-media,edited_with_cuts,7.0,recorded_course_or_ppt
InternVL3-38B,gain,1081,How many chemical elements appeared in the video?,D,D,C,2,object,instructional-media,edited_with_cuts,3.0,other
InternVL3-38B,gain,1111,What is the approximate difference in latitude between the source and the end point of the river introduced in the video?,D,D,A,3,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,gain,1127,How many types of animals (broad categories) appeared in the video in total?,D,D,A,2,object,real-world,edited_with_cuts,32.0,other
InternVL3-38B,gain,1138,How many lion dancers appear in total in the video clip?,D,D,B,1,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,1174,How many obtuse triangles does the finished product made in the video contain in total?,D,D,A,3,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,1179,Approximately how many fewer liters of fuel does the fighter jet in the video consume during standard flight compared to when using the afterburner?,D,D,A,3,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,gain,1180,How many more liters of fuel does the fighter jet in the video have with full drop tanks compared to the centerline drop tank?,D,D,C,3,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,gain,1217,How many kinds of exercise equipment appear in the video?,D,D,B,2,object,real-world,edited_with_cuts,11.0,other
InternVL3-38B,gain,1235,"How many books with the words ""illustrated catalog"" on them did the person in the video take out in total?",D,D,A,2,object,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1275,How many circles did the pencil draw on the paper in the video?,D,D,B,1,action,real-world,edited_with_cuts,4.0,other
InternVL3-38B,gain,1285,How many fewer types of karst landforms classified by exposure conditions are there in the video compared to those classified by climate zones?,D,D,A,3,event,instructional-media,edited_with_cuts,4.0,other
InternVL3-38B,gain,1332,How many steps does the person in the video perform on the shoes?,D,D,C,2,event,real-world,edited_with_cuts,12.0,other
InternVL3-38B,gain,1353,How many kinds of vegetables does the person in the video show?,D,D,A,2,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,1399,"How many history books that the female protagonist likes are in the video? Counting from left to right, what is the position of ""A Detailed Account of the Song Dynasty""?",D,D,A,3,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,gain,1424,How many obstacles did the drone in the video pass through in total?,D,D,C,1,event,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,1446,Approximately how much RMB did the man in the video spend on a ticket to Otaru?,D,D,B,3,object,real-world,edited_with_cuts,0.0,other
InternVL3-38B,gain,1436,How many times in total did the man in white turn around in the video?,D,D,A,2,action,real-world,continuous_shot,0.0,other
InternVL3-38B,gain,1454,How far can the hoverbike featured in the video fly on a single charge?,D,D,A,1,object,instructional-media,edited_with_cuts,2.0,other
InternVL3-38B,gain,1456,What is the approximate difference in acceleration between the two gears mentioned in the video?,D,D,A,3,event,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,gain,1487,How many colors of books are there on the bookshelf in the background of the video?,D,D,C,2,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,gain,1498,"How many times did the hands perform the ""unscrewing"" action in the video?",D,D,C,2,action,real-world,edited_with_cuts,14.0,other
InternVL3-38B,gain,1525,"How many times does the white, ring-shaped building appear in this video?",D,D,A,2,object,real-world,edited_with_cuts,13.0,other
InternVL3-38B,gain,223,How many scenes were in the video?,D,D,C,2,event,real-world,edited_with_cuts,6.0,other
InternVL3-38B,gain,235,How many dishes on the menu in the video are marked with a crown symbol?,D,D,A,1,object,real-world,edited_with_cuts,3.0,other
InternVL3-38B,gain,221,How many items is the man showing in his hands in the video?,D,D,A,1,object,real-world,edited_with_cuts,6.0,recorded_course_or_ppt
InternVL3-38B,gain,238,How much did the woman in the video spend on food in total?,D,D,A,3,object,real-world,edited_with_cuts,8.0,other
InternVL3-38B,gain,244,How many types of hair buns are mentioned in the video?,D,D,A,2,object,real-world,edited_with_cuts,10.0,other
