model,direction,ID,Question_EN,gt,cot,nocot,LLM_Level_Final,meta_counting_type,meta_domain_v2,meta_scene_consistency,meta_shot_transition_count,meta_content_style
InternVL3-38B,loss,1058,How many fixed-camera scenes are shown in the video?,A,C,A,2,event,real-world,edited_with_cuts,5.0,other
InternVL3-38B,loss,1045,How many outfits did the male and female leads change into in the video?,D,C,D,3,event,real-world,edited_with_cuts,26.0,other
InternVL3-38B,loss,1185,How many minutes are there between the time shown in the video and the plane's takeoff time?,D,C,D,3,object,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,1229,How many times do the pyramids appear in the video?,A,C,A,1,object,instructional-media,edited_with_cuts,18.0,other
InternVL3-38B,loss,1256,How many ways to write '折' are shown in the video?,B,C,B,2,object,instructional-media,continuous_shot,3.0,recorded_course_or_ppt
InternVL3-38B,loss,1319,How many keychains did the person in the video put in total?,B,C,B,1,object,real-world,edited_with_cuts,8.0,other
InternVL3-38B,loss,1393,"In the video, the camera pans across the audience seats. How many people are wearing hats?",A,C,A,1,object,real-world,edited_with_cuts,1.0,other
InternVL3-38B,loss,1441,How many paintings are there in this exhibition room in the video?,A,C,A,1,object,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,220,How many girls appeared in the shot (not counting repeat appearances)?,A,C,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,243,How many types of banknotes are flushed down the toilet in the video?,D,C,D,2,object,real-world,edited_with_cuts,8.0,other
InternVL3-38B,loss,258,How many people appeared in the video?,A,C,A,2,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,loss,560,How many times in total did a woman wearing a black top appear? (An appearance is only counted when the scene changes.),A,C,A,2,object,real-world,edited_with_cuts,21.0,other
InternVL3-38B,loss,1307,How many areas of expertise has the video blogger acquired?,A,C,A,2,event,real-world,edited_with_cuts,8.0,other
InternVL3-38B,loss,3,"How many film and TV adaptations of Journey to the West are introduced in the video in total, and which of them is a co-production between two countries?",C,D,C,3,event,instructional-media,edited_with_cuts,20.0,other
InternVL3-38B,loss,26,"How many days were there between the murderer's first and second crimes, as introduced in this video clip?",C,D,C,3,event,instructional-media,edited_with_cuts,0.0,recorded_course_or_ppt
InternVL3-38B,loss,59,What is the difference between the starting weight and the final weight recorded in the notes in the video?,A,D,A,3,object,real-world,edited_with_cuts,15.0,other
InternVL3-38B,loss,146,How many times did the woman stir in the specified video clip?,B,D,B,1,action,real-world,edited_with_cuts,4.0,recorded_course_or_ppt
InternVL3-38B,loss,162,What is the difference in sun cost between the most expensive and least expensive plants selected in the video segment?,C,D,C,3,object,virtual-world,continuous_shot,0.0,game_livestream
InternVL3-38B,loss,183,How many times is the thread wrapped around the needle in the picture?,C,D,C,1,action,real-world,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,loss,362,"In the video, how many times in total do the red-and-white and blue-and-white decorations on the cars appear? (Each change of shot counts as one appearance.)",C,D,C,3,event,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,398,How many times did the lady squatting to plant potatoes plant? (Touching the ground with her hand is counted as planting once.),A,D,A,2,action,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,409,"In the video, how many times in total did the woman in the white top put green plants into the red basket?",A,D,A,2,action,real-world,edited_with_cuts,18.0,other
InternVL3-38B,loss,418,How many green wigs appeared in the video? (Reappearances are counted multiple times),C,D,C,1,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,452,How many times did the scene of the woman in a white top riding a white motorcycle appear?,C,D,C,2,event,real-world,edited_with_cuts,8.0,other
InternVL3-38B,loss,435,What percentage of the total shots were taken by the player in the blue #11 jersey? (Including replays),A,D,A,3,event,real-world,edited_with_cuts,10.0,other
InternVL3-38B,loss,474,How many wrapped zongzi appeared in the video in total?,A,D,A,1,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,loss,477,How many times in total is the food stirred with the spatula in the video?,A,D,A,2,action,real-world,edited_with_cuts,9.0,other
InternVL3-38B,loss,467,How many young birds appear in the video?,A,D,A,1,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,475,"In the video, how many times does the woman in the white top place the meat on the cutting board to cut it? During which of these times does she make the most cuts (counting each cutting motion with the knife as one cut)?",A,D,A,3,action,real-world,edited_with_cuts,12.0,other
InternVL3-38B,loss,492,"What is the sum of the number of times the woman performs the 'pounding' action after placing the green ingredients into the stone tool, and the number of times she does so after placing the red ingredients?",C,D,C,3,action,real-world,edited_with_cuts,11.0,other
InternVL3-38B,loss,490,How many times did the woman swing the kitchen knife up and down? (Contact with the cutting board counts as one time; back-and-forth movements of the knife on the board do not count.),A,D,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-38B,loss,512,"In the video, how many times is a crab cut in half with a cleaver?",A,D,A,2,action,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,549,What is the difference between the number of times a cleaver is used to chop the meat filling and the number of times it is used to chop the green peppers? (A single chop is counted from the moment the cleaver makes contact with an ingredient until it leaves.),A,D,A,3,action,real-world,edited_with_cuts,,
InternVL3-38B,loss,546,What is the percentage of headed goals out of all goals scored (replays are also included in the statistics)?,C,D,C,3,event,real-world,edited_with_cuts,15.0,other
InternVL3-38B,loss,562,In how many different locations did the two curly-haired men with a yellow backpack and a khaki backpack appear? (A shot change counts as one location.),A,D,A,2,event,real-world,edited_with_cuts,3.0,other
InternVL3-38B,loss,567,How many different substances were added to the basin of flour placed on the kang?,C,D,C,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-38B,loss,707,How many times do the brush and the oysters appear together in the video?,C,D,C,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,706,How many kinds of ingredients (including water) did the lady add to the iron pot when making the food?,A,D,A,2,object,real-world,edited_with_cuts,3.0,other
InternVL3-38B,loss,745,What is the goal success rate for the team in red and blue tops in the video? (Replays are included in the statistics.),A,D,A,3,event,real-world,edited_with_cuts,5.0,other
InternVL3-38B,loss,718,How many times does the woman wearing a yellow safety helmet clap in the clip?,B,D,B,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,loss,767,How many times in total were ingredients added to the pot during the cooking process?,C,D,C,2,action,real-world,edited_with_cuts,10.0,other
InternVL3-38B,loss,777,What is the ratio of the number of times the elderly lady in a red top is holding a red envelope to her total number of appearances?,A,D,A,3,event,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,829,How many times does the man in the grey jacket skewer squid with bamboo skewers? (Repetitions are also included in the count.),A,D,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,loss,842,"In the video, how many times does the action of hanging upside down on the black pole appear?",C,D,C,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-38B,loss,822,How many types of non-liquid ingredients did the lady put into the purple bowl?,A,D,A,2,object,real-world,edited_with_cuts,0.0,other
InternVL3-38B,loss,897,What is the total number of times the person in the blue top chops and cuts the mutton in the video?,C,D,C,3,action,real-world,edited_with_cuts,5.0,other
InternVL3-38B,loss,894,"In the video, how many different actions did the man wearing a red hat perform while holding the white spray gun?",A,D,A,2,action,real-world,edited_with_cuts,0.0,other
InternVL3-38B,loss,916,How many kills in total occurred in the final game screen? (A player killed again after respawning counts as two kills.),C,D,C,3,event,virtual-world,edited_with_cuts,1.0,game_livestream
InternVL3-38B,loss,957,How many different kinds of earrings appeared in the video?,A,D,A,2,object,instructional-media,edited_with_cuts,6.0,other
InternVL3-38B,loss,959,"The number of lit lanterns in the video, plus the number of lanterns the woman in red throws onto the snow, what is the total number?",A,D,A,3,object,instructional-media,edited_with_cuts,4.0,other
InternVL3-38B,loss,1002,How many times does the female character shown in the video raise her arms in the seaside scene?,A,D,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,loss,1011,How many times do cycling scenes appear in the video?,C,D,C,2,event,real-world,edited_with_cuts,22.0,other
InternVL3-38B,loss,1037,How many times does the scene change in the video?,A,D,A,2,event,real-world,edited_with_cuts,12.0,other
InternVL3-38B,loss,1083,How many leisure and entertainment activities appear in the video?,B,D,B,2,event,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,1073,How many goals are there in the video?,C,D,C,1,event,real-world,edited_with_cuts,28.0,other
InternVL3-38B,loss,1144,How many shots of wailing or crying are there in total in the video?,A,D,A,2,event,instructional-media,edited_with_cuts,5.0,other
InternVL3-38B,loss,1170,How many different scenes of Biden's speeches are shown in the video?,C,D,C,2,event,real-world,edited_with_cuts,19.0,other
InternVL3-38B,loss,1184,How many times does the ball hit the net in the video?,A,D,A,1,event,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,1236,How many times does Mr. Lu Xun appear in the video's table of contents?,A,D,A,1,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL3-38B,loss,1260,How many people are in the lion dance performance in the video?,C,D,C,3,object,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,1245,How many times did the people in the video clink glasses in total?,C,D,C,2,action,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,1295,How many times does the basketball hit the ground in the video?,C,D,C,1,action,real-world,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL3-38B,loss,1317,"According to the video, how many more grams of meat can a British soldier eat per day than a British civilian?",A,D,A,3,event,instructional-media,edited_with_cuts,5.0,other
InternVL3-38B,loss,1326,How many movies in total was the footage shown in the video taken from?,C,D,C,2,event,instructional-media,edited_with_cuts,7.0,other
InternVL3-38B,loss,1363,How many leaves did the woman in the video cut off in total?,C,D,C,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,loss,1358,How many squats did the lady in the video do?,C,D,C,1,action,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,1367,How many photos were taken in total in the video?,C,D,C,1,event,instructional-media,edited_with_cuts,15.0,other
InternVL3-38B,loss,1387,How many different climatic landscapes appear in the video?,C,D,C,2,object,instructional-media,edited_with_cuts,19.0,other
InternVL3-38B,loss,1431,How many animals appeared in the video?,A,D,A,1,object,instructional-media,edited_with_cuts,1.0,other
InternVL3-38B,loss,1452,How many gift boxes and shipping boxes were unboxed in total in the video?,B,D,B,3,object,real-world,edited_with_cuts,24.0,other
InternVL3-38B,loss,1490,How many people in total are dancing on the stage in the video?,B,D,B,2,object,real-world,edited_with_cuts,13.0,other
InternVL3-38B,loss,1497,"How many different shapes of cups are in the video? How many cups have the same shape? (If there are duplicates, they are not counted.)",B,D,B,3,object,real-world,edited_with_cuts,26.0,other
InternVL3-38B,loss,214,How many segments are shown in the picture?,C,D,C,1,event,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,104,How many stores did the main character in the video visit from the time they entered the mall until they left?,C,D,C,2,event,real-world,edited_with_cuts,16.0,other
InternVL3-38B,loss,230,How many attempts did the orca pod make to capture the first seal?,C,D,C,2,event,real-world,edited_with_cuts,20.0,other
InternVL3-38B,loss,40,How many life hacks are recommended in this video clip?,C,D,C,2,event,instructional-media,edited_with_cuts,16.0,other
InternVL3-38B,loss,251,How many times did the cat's tail twitch in the video?,C,D,C,1,action,real-world,edited_with_cuts,2.0,other
InternVL3-38B,loss,240,How many times in total was the yellow object in the video stretched?,C,D,C,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-38B,loss,246,"As the woman in the video is picking up the cakes, which number is the ""lava chocolate cake""?",C,D,C,3,object,real-world,edited_with_cuts,10.0,other
InternVL3-38B,loss,262,How many poses did the woman in the video change into?,A,D,A,2,action,real-world,continuous_shot,0.0,other
InternVL3-38B,loss,269,How many different breeds of cats appear in the video?,A,D,A,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-38B,loss,273,How many of the knives shown in the video are suitable for hard cheese?,C,D,C,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-38B,loss,278,What is the total number of people appearing in the three scenes of the video clip?,A,D,A,3,object,real-world,edited_with_cuts,2.0,other
InternVL3-38B,loss,317,How many more goals did the team in red score than the team in white?,C,D,C,3,event,real-world,edited_with_cuts,23.0,other
InternVL3-38B,loss,314,How many goals in total did the team in red jerseys score in the video?,C,D,C,3,event,real-world,edited_with_cuts,10.0,other
InternVL3-38B,loss,444,How many types of ingredients in total were added to the black pot during the process of making the ginseng fruit fried rice?,A,D,A,2,object,real-world,edited_with_cuts,15.0,other
InternVL3-38B,loss,305,"In the video, how many times in total did the man in black and the man in grey exchange the playing cards?",C,D,C,2,action,real-world,edited_with_cuts,15.0,other
InternVL3-38B,loss,351,"How many different tasks did the woman with curly hair, wearing a light-colored top, complete throughout the entire cooking process?",A,D,A,2,event,real-world,edited_with_cuts,9.0,other
InternVL3-78B,loss,2,How many photos appeared in the video? How many of them are in color?,C,D,C,2,object,instructional-media,edited_with_cuts,0.0,other
InternVL3-78B,loss,1,How many unique people with visible faces are in the video clip?,A,D,A,2,object,real-world,edited_with_cuts,22.0,other
InternVL3-78B,loss,11,How many people in the video are banging their heads against the wall?,B,A,B,1,event,instructional-media,edited_with_cuts,7.0,other
InternVL3-78B,loss,12,How many cardboard boxes are used in the video?,A,D,A,1,object,instructional-media,edited_with_cuts,1.0,other
InternVL3-78B,loss,26,"How many days were there between the murderer's first and second crimes, as introduced in this video clip?",C,D,C,3,event,instructional-media,edited_with_cuts,0.0,recorded_course_or_ppt
InternVL3-78B,loss,27,How many minutes a day is the service center in this video clip open?,C,D,C,3,event,instructional-media,continuous_shot,0.0,other
InternVL3-78B,loss,36,How many squats did the man in the video do in total?,A,C,A,1,action,instructional-media,edited_with_cuts,5.0,other
InternVL3-78B,loss,46,How many more girls than boys are playing the guitar in the video?,A,C,A,3,object,instructional-media,edited_with_cuts,10.0,other
InternVL3-78B,loss,77,How many Hellobikes appear in the video?,A,C,A,1,object,real-world,edited_with_cuts,1.0,other
InternVL3-78B,loss,88,How many books are recommended in this video clip in total?,A,C,A,2,object,instructional-media,edited_with_cuts,13.0,other
InternVL3-78B,loss,83,How many names in the Yang family tree shown in the video are not marked in red?,A,D,A,2,object,instructional-media,edited_with_cuts,1.0,recorded_course_or_ppt
InternVL3-78B,loss,93,How many more female performers than male performers are there in ancient costumes in the video clip?,C,A,C,3,object,real-world,edited_with_cuts,9.0,other
InternVL3-78B,loss,59,What is the difference between the starting weight and the final weight recorded in the notes in the video?,A,D,A,3,object,real-world,edited_with_cuts,15.0,other
InternVL3-78B,loss,136,How many clips is the man sitting in the video wearing on his head?,A,C,A,2,object,real-world,edited_with_cuts,2.0,recorded_course_or_ppt
InternVL3-78B,loss,125,How many white animals are there in total in the video?,C,B,C,1,object,real-world,edited_with_cuts,2.0,other
InternVL3-78B,loss,152,How many times was the gauze wrapped around the mannequin's head?,A,B,A,1,action,real-world,edited_with_cuts,2.0,recorded_course_or_ppt
InternVL3-78B,loss,145,How many kinds of porcelain are shown in the video?,B,C,B,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,157,How many storage tools are shown in the video clip?,A,D,A,2,object,real-world,edited_with_cuts,24.0,other
InternVL3-78B,loss,126,How many sheep pens did the author visit in the video in total?,A,C,A,2,object,real-world,edited_with_cuts,9.0,other
InternVL3-78B,loss,128,How many tips are shown in the video in total?,B,C,B,2,event,real-world,edited_with_cuts,11.0,other
InternVL3-78B,loss,163,How many character experiences are shown in the video?,A,C,A,2,event,real-world,edited_with_cuts,32.0,other
InternVL3-78B,loss,144,How many characters were copied in the video?,A,B,A,1,object,instructional-media,edited_with_cuts,4.0,other
InternVL3-78B,loss,162,What is the difference in sun cost between the most expensive and least expensive plants selected in the video segment?,C,A,C,3,object,virtual-world,continuous_shot,0.0,game_livestream
InternVL3-78B,loss,178,How many cats appeared in the video clip?,A,C,A,1,object,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,173,How many one-hundred-dollar bills flew into the video?,A,B,A,2,object,instructional-media,continuous_shot,0.0,other
InternVL3-78B,loss,186,How many paintings were shown in close-up in the video clip?,A,B,A,2,object,real-world,edited_with_cuts,8.0,other
InternVL3-78B,loss,217,How many pairs of shoes are shown in the video?,A,C,A,1,object,real-world,edited_with_cuts,22.0,other
InternVL3-78B,loss,218,How many shots appeared in the video clip?,C,B,C,2,event,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,322,How many total baskets were scored in this basketball game? And which player made the most shots?,C,B,C,3,event,real-world,edited_with_cuts,11.0,other
InternVL3-78B,loss,335,How many white containers with blue patterns appear in the video in total? (Count recurring appearances),A,D,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,340,How many players in total can be clearly seen falling to the ground? (Repeated appearances are counted.),A,C,A,1,event,real-world,edited_with_cuts,3.0,other
InternVL3-78B,loss,370,"In the video, the woman is cutting a block of meat. A cut is counted each time a piece is completely separated from the remaining part. How many cuts were made in total?",A,D,A,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,372,What is the result of subtracting the number of times a white solid substance is poured into the large pot from the number of times the chef making the food pours an uncooked white powdery substance into it?,B,D,B,3,action,real-world,edited_with_cuts,1.0,other
InternVL3-78B,loss,388,How many different seasonings did the man use in total to marinate the meat slices? (Anything added after the meat slices is also considered a seasoning.),D,A,D,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,392,How many cuts in total did the old person in red clothes make when cutting the tofu?,B,A,B,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-78B,loss,393,How many sweet potatoes did the old man in red and the woman in white put into the box altogether?,A,B,A,3,object,real-world,continuous_shot,0.0,other
InternVL3-78B,loss,385,"In the video, how many kinds of ingredients did the woman in the pink top handle?",D,B,D,2,object,real-world,edited_with_cuts,11.0,other
InternVL3-78B,loss,399,"From the start to the end of planting potatoes outdoors, how many potato pieces in total did the woman in the black patterned clothes put into the ground?",B,C,B,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,402,How many times did the man with glasses lower his head to hide behind the wall?,D,B,D,2,action,real-world,edited_with_cuts,14.0,other
InternVL3-78B,loss,404,How many different scenes does each person in the video appear in? (Recurring scenes are counted only once.),B,C,B,2,event,real-world,edited_with_cuts,8.0,other
InternVL3-78B,loss,408,"On the soccer field, how many teams are celebrating with players hugging each other? (Players wearing the same color tops are considered the same team).",A,C,A,2,event,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,418,How many green wigs appeared in the video? (Reappearances are counted multiple times),C,A,C,1,object,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,420,How many jars of food with golden lids appear in the video? (Items that reappear in the same scene are counted only once.),B,D,B,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-78B,loss,384,"By the window indoors, how many times in total does the woman in black sportswear look outside?",A,D,A,2,action,real-world,edited_with_cuts,11.0,other
InternVL3-78B,loss,413,"In the video, how many times did the hanging bullfrog hit the face of the man in the white shirt before he was startled awake?",A,C,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-78B,loss,428,"In the video clip, how many total shots did all the players in red jerseys take? Of those, how many were successful goals? (Replays are also counted.)",B,A,B,2,action,real-world,edited_with_cuts,9.0,other
InternVL3-78B,loss,410,"How many times did the woman in the black jacket and the woman in the white jacket appear in the video, respectively?",B,D,B,2,event,real-world,edited_with_cuts,10.0,recorded_course_or_ppt
InternVL3-78B,loss,412,How many things in total did the man in the light yellow jacket add to the pot during the cooking process?,A,B,A,3,object,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,425,"In the video, how many times does the woman in the white top pick up items? How many times is the number of pickups compared to the number of throwaways? (Count each repeated occurrence.)",A,C,A,3,action,real-world,edited_with_cuts,14.0,other
InternVL3-78B,loss,435,What percentage of the total shots were taken by the player in the blue #11 jersey? (Including replays),A,D,A,3,event,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,464,How many times were powdered and liquid seasonings used in the video during the cooking process?,A,D,A,3,event,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,471,How many times in total did the chicken feet appear in the white transparent liquid in the video? (Count reappearances after scene changes.),A,D,A,2,object,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,477,How many times in total is the food stirred with the spatula in the video?,A,B,A,2,action,real-world,edited_with_cuts,9.0,other
InternVL3-78B,loss,481,How many times did the small bird flap its wings while struggling in the water until it was captured by the large bird?,A,D,A,1,action,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,490,How many times did the woman swing the kitchen knife up and down? (Contact with the cutting board counts as one time; back-and-forth movements of the knife on the board do not count.),A,D,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL3-78B,loss,516,How many times did the woman wearing the white net cap appear in the video?,B,D,B,2,object,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,549,What is the difference between the number of times a cleaver is used to chop the meat filling and the number of times it is used to chop the green peppers? (A single chop is counted from the moment the cleaver makes contact with an ingredient until it leaves.),A,B,A,3,action,real-world,edited_with_cuts,,
InternVL3-78B,loss,553,"In the process of making a burger, what is the result of multiplying the number of times green vegetables are added by the number of times red vegetables are added?",A,B,A,3,event,real-world,edited_with_cuts,,
InternVL3-78B,loss,546,What is the percentage of headed goals out of all goals scored (replays are also included in the statistics)?,C,A,C,3,event,real-world,edited_with_cuts,15.0,other
InternVL3-78B,loss,541,"How many times in total does the polar bear pop its head out of the snow? (Repeated scenes are only counted once, while non-repeated ones are counted.)",B,C,B,3,action,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,543,How many times in total did the polar bear dive into the water to hunt seals?,D,A,D,2,action,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,562,In how many different locations did the two curly-haired men with a yellow backpack and a khaki backpack appear? (A shot change counts as one location.),A,D,A,2,event,real-world,edited_with_cuts,3.0,other
InternVL3-78B,loss,564,How many different types of green vehicles are in the video?,C,B,C,2,object,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,551,How many times did the action of picking fruit from the tree by hand occur?,C,B,C,2,action,real-world,edited_with_cuts,1.0,other
InternVL3-78B,loss,567,How many different substances were added to the basin of flour placed on the kang?,C,D,C,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-78B,loss,563,"What is the number of people riding bicycles, plus the number of people walking, minus the number of people standing on the side of the street?",C,B,C,3,object,real-world,edited_with_cuts,5.0,other
InternVL3-78B,loss,576,"How many different types of animals appear in the video? (If an animal appears more than once, only count it once.)",A,D,A,2,object,real-world,edited_with_cuts,8.0,other
InternVL3-78B,loss,590,"In the video, how many chicken feet were caught and thrown into the metal bowl?",B,D,B,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-78B,loss,612,"From the start of picking until she sat on the rock, how many times in total did the woman in the black top pick a yellow fruit? And how many times did she eat a yellow fruit? (It only counts as one time if it was completely eaten.)",A,B,A,2,action,real-world,edited_with_cuts,12.0,other
InternVL3-78B,loss,605,How many times does the woman in the white jacket appear in the full video?,B,C,B,2,object,real-world,edited_with_cuts,16.0,other
InternVL3-78B,loss,630,How many times was the meat cut in the video?,A,C,A,1,action,real-world,edited_with_cuts,2.0,other
InternVL3-78B,loss,628,"In the video, how many times does the man in the black top pick up food with his chopsticks? What is the ratio of the number of times he eats the food after picking it up to the total number of times he picks up food?",C,A,C,3,action,real-world,edited_with_cuts,0.0,other
InternVL3-78B,loss,648,How many monkeys running in the desert appeared in total in the video? (Repeated appearances are included in the count.),C,A,C,2,object,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,641,What percentage of the rusty-spotted cat's total appearances in the video are on the wood? (Each time its head fully appears or the scene changes is counted as one appearance.),C,A,C,3,object,real-world,edited_with_cuts,8.0,other
InternVL3-78B,loss,655,"In the restaurant scene, how many clearly visible glasses are there in total on the table? (Duplicates should be counted.)",B,A,B,1,object,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,645,How many times did the yak appear in the video in total?,A,D,A,2,object,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,658,"During the process of cooking the blood sausage, how many times in total did the woman in the red top lift the pot lid?",C,B,C,2,action,real-world,edited_with_cuts,6.0,other
InternVL3-78B,loss,657,How many times does a black-haired woman wearing clothes with a floral pattern and a necklace appear in the video?,A,B,A,2,object,real-world,edited_with_cuts,9.0,other
InternVL3-78B,loss,693,"While preparing the cabbage, how many outer leaves in total did the old person in red clothes throw away?",A,C,A,2,action,real-world,continuous_shot,0.0,other
InternVL3-78B,loss,665,What is the total number of times white food was put into the black pot?,D,B,D,2,action,real-world,edited_with_cuts,0.0,other
InternVL3-78B,loss,685,"In the video, how many times in total did the pika carry food? (Count repeated instances.)",B,A,B,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,729,How many people are drinking water from the green paper cups?,A,C,A,2,object,real-world,edited_with_cuts,12.0,other
InternVL3-78B,loss,713,"In the video, how many balls did the female athlete wearing dark blue sportswear hit but fail to get over the net?",B,A,B,2,event,real-world,edited_with_cuts,2.0,other
InternVL3-78B,loss,744,How many times does the polar bear cub in the video slide down? Only slides exceeding half a body length should be counted.,A,C,A,3,action,real-world,edited_with_cuts,2.0,other
InternVL3-78B,loss,749,How many different actions did the man in the dark gray top perform in total in the video?,B,C,B,2,event,real-world,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL3-78B,loss,775,"In the outdoor scenes, how many times in total does the woman wearing purplish-red Tibetan attire appear using scissors to cut animal fur? (Count each camera cut as one instance.)",C,A,C,2,event,real-world,edited_with_cuts,11.0,other
InternVL3-78B,loss,777,What is the ratio of the number of times the elderly lady in a red top is holding a red envelope to her total number of appearances?,A,D,A,3,event,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,773,How many times in total did the person in front of the goal practice making saves?,B,C,B,2,action,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,785,How many times in total did carving tools with narrow tips appear in the wood carving steps?,A,D,A,3,object,real-world,edited_with_cuts,18.0,other
InternVL3-78B,loss,784,"How many times in total is a woman in a black down jacket, who is trying to open a wooden crate with a crowbar, shown holding the crowbar with both hands? (Camera cuts are counted).",A,D,A,2,event,real-world,edited_with_cuts,7.0,other
InternVL3-78B,loss,783,"How many times does the artwork made of glass, wooden boards, discarded shuttlecocks, and other materials appear in the video?",A,C,A,2,object,real-world,edited_with_cuts,1.0,other
InternVL3-78B,loss,828,How many different-colored race cars does the woman in the grey top and pants appear next to in total?,A,C,A,2,object,real-world,edited_with_cuts,5.0,other
InternVL3-78B,loss,836,What is the proportion of goals scored by directly kicking the ball into the net out of all valid goals? (Excluding replays.),A,D,A,3,event,real-world,edited_with_cuts,12.0,game_livestream
InternVL3-78B,loss,806,How many times did the player in the yellow jersey fall while making a save to stop the ball from going into the net?,C,D,C,2,action,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,822,How many types of non-liquid ingredients did the lady put into the purple bowl?,A,D,A,2,object,real-world,edited_with_cuts,0.0,other
InternVL3-78B,loss,861,How many times does the woman in blue and white clothing hang upside down from the purple hoop with her legs together?,B,D,B,2,action,real-world,edited_with_cuts,1.0,other
InternVL3-78B,loss,819,What was the maximum number of players in green training kits present at the same time during the football training?,A,C,A,3,object,real-world,edited_with_cuts,10.0,other
InternVL3-78B,loss,874,"In the video, how many times in total do player #8 and player #11, both in white jerseys, high-five?",D,A,D,2,action,real-world,edited_with_cuts,4.0,other
InternVL3-78B,loss,877,How many goals did the team in black uniforms score in this match?,B,C,B,2,event,real-world,edited_with_cuts,2.0,game_livestream
InternVL3-78B,loss,889,"How many people are walking up the stairs in the video? If each of them needs to climb 20 steps to reach their destination, how many steps will they need to climb in total?",C,D,C,3,object,real-world,edited_with_cuts,3.0,other
InternVL3-78B,loss,848,How many different locations in total did the two ladies seen at the beginning of the video appear in?,B,D,B,2,event,real-world,edited_with_cuts,16.0,other
InternVL3-78B,loss,872,"In the video, how many times in total did the performer in camouflage clothing noticeably bend his legs while performing the one-handed handstand on the circular platform? (Count each repetition.)",A,D,A,2,action,real-world,continuous_shot,1.0,other
